GDLCODE,X1est,X2est,X3est,X4est,X5est,X6est,X7est,X8est
KENr105,131249.632062085,160772.678852129,2585890.61888862,494902.191731314,190719.026802729,2008118.87393766,799967.844231474,339007.133493992
KENr106,252991.727871514,328302.973669013,5016694.43359341,898069.599197416,343533.678104271,3703763.57945405,1458869.36085361,615152.647256724
KENr107,109379.10069201,132987.529910217,2150170.07925017,413575.751902045,159288.239073997,1690983.48566224,669593.157775469,283927.655733851
KENr108,21840.9730913401,26917.9847395517,505023.472270728,100361.347574502,43571.697660975,458594.895184166,162335.08726258,72220.5422161577
KGZr101,30679.6505126903,58926.2684699007,422288.168301878,66721.0541275929,17383.7206659878,159719.675226445,75856.8428809172,26968.6198145876
KGZr102,12685.9686124271,21686.2352780912,216244.203281738,33047.3131610147,9767.16898114089,101320.27378838,42938.4334076779,16620.4034895308
KGZr103,29031.4439461035,51341.3502608137,491199.658232199,74383.8186882088,21751.7708658456,224845.318033374,96007.7006014288,36125.9393720261
KGZr104,8162.20654455217,13953.016669152,139132.446655958,21262.7828432797,6284.23835934139,65189.8981526102,27626.7719777933,10693.638797313
KGZr105,31471.8002546662,52435.5890328482,528003.696755037,82456.9268121003,24951.3041679817,255592.24538241,108027.574063866,42580.8635310901
KGZr106,38930.5109874005,63536.7086668574,672305.735703403,104654.082457246,32764.0981573188,339722.142701551,139723.308966856,55791.4123593675
KGZr107,7525.20093050815,12178.5905125723,130006.153869385,20211.2362690706,6412.32620863304,67209.0527694252,27329.9147890689,10911.524651337
KGZr108,12364.4109346146,19643.833710822,216271.880742194,34160.1521077459,10851.1278500814,114047.099693793,46636.5342578838,18523.9607028657
KHMr101,14645.6333808661,17338.4370994435,254170.347898368,50022.797299298,19007.8186236531,195963.947895231,80443.9702181644,34742.0475849755
KHMr102,41247.5529117612,46576.4898812966,737365.774138662,154975.455812598,61009.5464347622,623518.908089287,247354.762857415,108842.509874217
KHMr103,11560.6440536605,12906.0570617085,201640.254075247,42152.9815733297,16303.9733769786,167543.648169651,67434.781977075,29450.6597123497
KHMr104,20688.5297067006,23862.0808898888,366338.191173525,74778.6519524126,28563.0025116705,298792.606174224,119744.922089436,51757.0155021431
KHMr105,14709.3326363778,17289.3596850292,280965.384620493,59001.547495795,23587.6587436226,240993.073980268,91559.5998055874,41136.0430328267
KHMr106,26295.4639798134,31830.1293571817,463293.933374724,88372.2536963222,33621.3431912852,353794.627065346,143440.325809371,61331.9235259564
KHMr107,1991.46748115291,2498.67075205817,34605.1498156496,6358.4318937442,2267.56044726698,23976.6106740888,10042.1690591589,4248.93987688038
