GDLCODE,X1est,X2est,X3est,X4est,X5est,X6est,X7est
PNGr107,269283.916189515,115381.257765962,79685.6639276745,53121.6088721231,34917.5031313101,22715.9410198141,21707.1090936011
PNGr108,136160.031152851,58341.0842881976,40292.0554497276,26860.2745431977,17655.5970420192,11486.0303604149,10975.9271635924
PNGr109,149443.183958354,76696.8529398804,56565.620650902,39931.0422970586,28695.5180903335,18363.6302793229,15342.1517841483
PNGr110,214626.389764474,105877.716585083,77179.746375539,53887.3688174202,38480.6576461809,24574.0539800125,21136.0668312897
PNGr111,290073.975487158,131351.317599965,92631.5888686466,62710.2029554353,43347.5272337561,28133.0231677824,25913.3646872569
PNGr112,305882.60390072,158738.384690822,117550.971689221,83477.5269397741,59842.8449079174,38723.0876545134,31724.5802170314
PNGr113,229555.811694193,110452.26726345,79854.0827659613,55312.7267109046,39054.8746178667,25201.777251195,22356.4596964291
PNGr114,196357.073524863,94082.5908699787,67508.8312769303,46449.2082373205,32874.2264841049,21203.8224383853,18829.2471684176
PNGr115,128882.311067527,59767.4885003128,42350.1110649991,28865.3260397726,20187.6339461832,13032.069989573,11767.0593916327
PNGr116,27814.7547897089,15090.3269640492,11285.2844992209,8101.71165537299,5835.13552785669,3727.75670112633,2980.029862665
PNGr117,86782.6319309271,45727.8414588001,33815.5687004277,24161.167073669,17426.8622992673,11287.9776431562,9193.95089375274
PNGr118,109382.458689863,58216.479628087,43265.7284744924,31041.6034222656,22387.7223435256,14383.1916536264,11661.81578814
PNGr119,108119.973592769,56109.0749917279,41550.6073008587,29506.7058185743,21152.5818358086,13687.4054334759,11213.6510267855
PNGr120,112027.733933948,58512.7002205186,43293.3618229798,30846.4214984682,22197.7107887475,14349.0150749891,11707.0566603493
PNGr121,218773.866409542,90611.0434909465,61782.1930169811,40951.5699087959,26051.3192021332,16929.6402410916,16529.3677305098
PNGr122,127296.893647591,61138.0153380094,44024.1152911952,30354.7744386437,21415.6136525185,13772.5196470657,12201.0679849759
POLr101,425982.024378328,289940.733891127,308537.223982578,343302.404257256,350590.909212243,322144.357942721,427290.346335747
POLr102,905879.580999422,628397.543104206,656269.612819576,693304.030339454,761373.902392906,693442.392300896,937112.93804354
POLr103,564575.222882998,379246.296906249,402848.722276556,456016.966900316,479564.51296876,442784.69266459,604629.585400531
POLr104,772254.152624267,520013.764354079,553996.375581408,625051.422746067,648330.335284929,597711.587437241,804808.361972009
POLr105,372180.952840136,255264.638434449,270839.217762846,294520.105583504,298118.663963089,271552.891300833,354627.530115143
POLr106,364707.090592929,248931.155935215,264137.507738783,291745.778835366,298101.578545232,272733.632608108,361041.255744367
POLr107,220780.170234874,151450.602892096,159924.080488341,173781.200444439,174227.863678783,158412.057111926,205982.02514954
POLr108,204066.42880678,139285.726328644,147794.214339363,163242.011855582,166798.305063084,152604.048172887,202015.265433659
POLr109,581493.383142202,391394.141015406,416274.336552089,471944.808893637,494176.289639296,456122.006404341,620204.034353029
POLr110,293816.670197664,200544.835107076,212795.432279494,235037.309371394,240157.692153534,219720.674071756,290863.386819082
POLr111,177043.073582079,121427.052675274,128835.73754484,140100.51918648,141812.320478633,129175.22551631,168693.071016383
POLr112,486727.530852327,326890.364697439,348630.1266897,392514.820395366,412314.488951174,381651.875869801,521198.792544193
POLr113,170853.424881267,116195.22589118,123856.714260637,137210.371241088,139686.238399137,128350.422417373,170585.602909318
POLr114,362543.047211264,248654.368680327,263825.632565978,286893.285990083,290398.656994554,264520.824991064,345444.18356673
POLr115,263866.787781192,180931.362633529,188466.328616693,198839.011955478,196160.968616383,175788.368019945,220593.172376782
POLr116,385780.77217519,259663.03026503,276169.324789218,313102.84532427,327851.900184213,302605.506679914,411462.620582165
PRTr101,682877.217933729,464569.351969428,479450.458512581,505153.707175719,488580.915888502,452314.377958589,539835.970561452
PRTr102,83488.6202057335,56798.2840358329,58617.649244972,61760.1303665176,59733.9396528868,55299.9899883056,66000.3865057517
PRTr103,399248.582994444,271163.76823372,285949.333322881,312411.582716191,316235.663019577,297824.183715982,377341.885997206
PRTr104,477431.905779648,320859.262155539,341775.103273752,377622.797496077,403080.58041274,375853.358404725,514299.992477518
PRTr105,141854.542349143,95857.6108227391,99198.2973733698,101487.313779754,97259.0541819884,89748.3851645668,103472.796328439
PRTr106,54155.5232340186,37253.8256789643,36182.5225298595,34041.7441038481,31100.4684359479,25829.9885764874,27494.9274408741
PRTr107,55393.7338627726,38101.7259069011,37222.1077693587,35687.9488049287,32817.8695423313,28136.25221336,30199.3619003476
PRYr101,372888.130434198,232547.83317706,191447.648765427,154257.477895767,114944.799655333,73332.6830344286,62281.4270377869
PRYr102,480829.116253066,299806.338989669,246564.569750187,199469.20830595,150081.428912529,95521.3536206559,82125.9841679436
PRYr103,213417.609849927,133694.150330359,110298.787745105,89608.6496676347,67650.5207462221,43022.7023099484,37268.5793508032
PRYr104,267866.240839371,168382.913993853,140062.420786903,114470.974965791,87796.9765577175,55825.8030314035,50248.6698249615
PRYr105,605994.909537207,405844.174946636,363192.624998418,318641.725380806,271128.404287628,193998.69834698,194233.462502324
PSEr101,274471.810889888,174509.754297732,146563.941318751,120539.334038152,93318.4558337116,59729.4594885839,53975.2441331819
PSEr102,119062.637071989,75307.3346711738,63344.3307178063,52398.9392680471,40487.7351134795,25980.9520962477,23696.0710612566
PSEr103,115220.370649752,73257.3538498944,61525.9963778568,50601.1407900899,39174.1032886482,25073.796972706,22658.2380710529
PSEr104,253440.283712462,157431.086756851,128920.738503027,104072.480263607,78113.6202018536,49909.2429025108,42419.5476596886
PSEr105,308042.879678232,187896.289019687,153147.19456167,120729.139422095,88113.219746146,55399.7818709046,44837.4957012651
PSEr106,244994.18284265,152040.463235407,124688.530239481,100461.052176022,75275.0507936466,48151.8956470973,41195.8250656957
QATt,485407.49201117,328601.575578575,341167.86393444,358886.84298128,347020.5720183,321503.578329729,383122.075146505
ROUr101,825698.298071353,563087.485653681,508039.712304246,439157.387431036,381624.545876032,273406.098405317,272983.472258335
ROUr102,591329.04131822,405402.376251629,377556.927839023,337683.883127866,300510.796465887,231051.144732578,237424.830264797
ROUr103,745453.391928205,509086.434726396,466842.999611536,412072.029328395,362946.110207222,272592.739751437,277376.294446809
ROUr104,472495.333037963,321350.146598866,303837.530827004,273207.596277507,244434.11583083,191241.478811694,197852.798616135
ROUr105,378463.15626021,259859.112755044,257109.114792545,251875.301292979,234298.295369007,202497.063700983,222892.955829233
ROUr106,560563.254574039,383569.092632965,373095.537736407,355924.561671096,329570.428378457,279970.69853742,298332.426469616
ROUr107,506450.758876883,347008.509372668,338695.969255905,323625.369808198,300056.736618086,255828.175878229,274439.480190032
ROUr108,394258.535034219,273375.915360554,288817.026435752,299756.550778679,329048.632283003,298924.434358148,401543.905749644
RUSr101,7343523.1984327,5020799.19639277,5099516.47568193,5297615.44080907,5098358.15424559,4679688.30953972,5609801.22489822
RUSr102,3299620.0874121,2291108.31404913,2230603.8591168,2226748.11522146,2068215.73853297,1816630.75950947,2086691.12615807
RUSr103,3199929.58035399,2218649.83121894,2038459.61103136,1840157.39150407,1613309.70282589,1244326.42824518,1326732.45482057
RUSr104,1514432.6019636,1047285.20679913,952588.802025635,848355.677026019,738229.141352998,557079.734079406,586574.836753212
RUSr105,4535726.8183376,3144815.9364953,2889406.06150156,2608323.40869322,2286779.0998645,1763765.29846433,1880571.37664349
RUSr106,2438641.98305407,1671877.28182192,1644152.89761814,1662369.80103887,1559864.92000609,1398224.34308483,1616631.77337608
RUSr107,7258218.18713194,4985018.38816246,4522412.65495714,4020945.08428053,3489027.5490079,2633996.6967793,2765744.43968074
RUSr108,2169164.30751112,1493950.79052437,1395485.65167776,1296466.07818669,1151821.50999251,920681.328058392,997755.334049151
RWAr101,446485.745451848,255272.364230967,195211.878353742,144607.706872586,105672.205900218,67778.6209077466,53418.4782828918
RWAr102,1192008.09828281,537515.628091097,377809.829786359,254781.473980745,175754.875377673,114158.565816266,105312.528665046
RWAr103,1104947.02145826,509359.046929985,360380.561074337,245843.039597789,171186.525076323,110637.126813297,100254.679050005
RWAr104,792266.900132362,363598.538039729,257469.505062478,175609.253811447,122270.924434494,79069.7331938363,71741.1453256525
RWAr105,1265599.83558567,561516.389047104,391467.695091903,261415.395857059,177335.914341877,114060.684574022,107253.085502366
SAUr101,1700469.26219755,1122775.39911532,1196473.01758588,1328909.95206835,1391946.01186956,1312528.31799045,1751463.03917291
SAUr102,1539915.5488816,1034857.11924849,1101416.9708971,1223411.97889046,1242629.38393533,1178818.31005826,1512003.68808875
SAUr103,1161445.95977768,790145.259954759,815455.228742213,859171.629771512,830984.422793046,769301.849634031,918159.649326755
SAUr104,1098001.37996638,741577.578039165,786905.625383432,855963.355011683,859309.867980155,806053.531324898,1019371.66229429
SAUr105,136531.592131172,90712.7821497581,96727.8917669606,108266.460378041,112546.436397097,105575.263179584,140360.573997386
SDNr101,298680.792453491,172196.205407749,132632.589932016,99074.0910548406,72657.8030566318,46423.411635798,36534.1064594734
SDNr102,545646.061761161,294388.269612417,219159.992813675,157480.620672935,113661.508752565,72885.3841561771,58751.16223107
SDNr103,419366.62132202,190999.569475964,135095.876978967,91741.2340517868,63503.9453084138,41179.2674918441,37689.4853710053
SDNr104,750150.440852874,309726.533308572,211093.089684576,139953.944766333,88717.6760673382,57796.6804521313,56644.6348681755
SDNr105,918191.631896129,376532.571582437,256479.587988684,170435.530687125,108231.402731932,70522.3871366608,68873.8879770309
SDNr106,1894037.27545486,1091955.15739414,841068.711542525,628262.76824914,460748.032076243,294386.764444111,231675.290838978
SDNr107,2623449.8035208,1260677.46156068,910207.003938025,627228.549825241,442611.862582994,284795.383625769,252898.934946489
SDNr108,880897.447937815,382870.698557544,265978.908192226,177048.40427576,118187.939512233,76363.6503700928,72588.9511543283
SDNr109,659876.863826536,287233.092886632,199638.004106892,132912.415082484,88887.5112627074,57474.8232374595,54623.2895972899
SDNr110,757985.597850582,306725.040076999,208171.066795564,137963.124870196,86772.8124624099,57111.8685011132,55852.4894431346
SDNr111,1156135.45259491,481547.638117869,329397.671675768,217666.343818262,139244.281532412,90339.0407846592,87907.5714761179
SDNr112,1611010.88980615,657024.312169726,445234.652294282,294875.190584785,185963.794053521,121443.559719821,118410.601371711
SDNr113,1413533.62946142,588757.813056897,402733.6808459,266126.85935584,170245.168258172,110451.826311346,107479.022710425
SDNr114,557891.001719887,227864.774283876,154419.528761053,102185.334982051,64341.3069513098,41945.0486839838,41005.0046178388
SDNr115,2310569.64694316,942327.853032539,638571.520445924,422920.583164874,266715.948780554,174178.712683382,169828.73494957
SENr101,1116546.16469882,636360.448181906,485250.542372777,358669.640893408,261218.051468711,167122.680375911,132380.472008463
SENr102,247190.494240532,124350.31299452,91073.5047168773,64244.4383225683,46014.1320207127,29355.9824686943,24936.1352360955
SENr103,785169.297595888,319467.236943662,217738.021974573,144899.747150924,91548.8142846691,59682.0991870604,58163.7828632232
