"GDLcode","X1","X2","X3","X4","X5"
"GRCr111",142413.083103742,147234.346285821,132954.865449494,116941.130034572,105110.368426371
"GRCr107",60157.0373661108,60594.5412223856,55676.3557916806,49169.5029639767,52074.4837558462
"GRCr110",43022.7053596538,44479.1992492838,40165.3968701681,35327.6796784001,31753.6304424942
"GRCr108",73744.8359291054,74281.1597161792,68252.0932339163,60275.5236553058,63836.6586654933
"GRCr106",404994.441986177,407939.843520173,374829.207569623,331023.206718812,350580.371205215
"GRCr104",129939.154383834,126800.245934349,130396.687354388,145739.683573674,78847.6413537555
"GRCr103",39017.3165077812,38074.7847124708,39154.7016463064,43761.8005804521,23675.8765529895
"GRCr113",120902.182634984,124995.214181436,112872.589192349,99277.6615241312,89233.8869671004
"GRCr112",115222.055161369,119122.79124689,107569.701511444,94613.4796173251,85041.5734629718
"GRCr109",158735.479781743,164109.322603501,148193.227030052,130344.108685119,117157.387499586
"GRCr102",62413.5240020475,60905.8157305785,62633.2902855425,70002.9739450726,37872.7965367589
"GTMr105",367084.633023782,405306.268714145,385346.931865713,322860.489012857,285889.516383503
"GTMr101",401241.300514971,452615.175295404,647848.652759935,818609.645647753,993841.765781938
"GTMr102",300384.66663988,307142.558399393,296686.146935239,317124.94454123,318951.710484259
"GTMr107",608892.882847933,549093.672166963,384046.065359726,476430.933187929,312012.523437449
"GTMr103",268426.482388208,255163.331978775,231987.87640002,257879.914337428,231030.080895569
"GTMr108",120741.613364779,168262.069603417,164872.449294174,150101.065559245,123668.916578385
"GTMr106",825828.399321376,781815.379045836,836848.28187233,655377.397156597,776279.405603861
"GTMr104",306778.701559532,279927.488900703,250002.008266971,199668.285890971,153479.685381824
"HUNr107",337522.143405846,292464.064698615,260536.217799284,195933.350505085,173410.963591171
"HUNr104",274311.150715978,156763.636697447,197715.893389607,165541.843291547,105777.959905421
"HUNr106",383469.640707185,446018.586550615,299138.433379135,264686.795417582,114408.426945482
"HUNr105",334291.855239099,328382.040536164,228755.983402085,200645.596446541,86608.6903761112
"HUNr102",186127.614544838,180493.112299593,202425.5093537,209914.065819802,271347.742982067
"HUNr101",348672.503081819,425706.367060477,543698.848777751,651175.740655541,998343.529424411
"HUNr103",134818.121850775,153886.446244764,241816.281772303,261265.449828032,190206.617104126
"IRLr101",129811.462993721,122461.19543953,111565.624773184,88667.8820772801,50112.6367162852
"IRLr104",223136.063523011,235212.851770618,246746.558533322,251597.386893261,328353.944279788
"IRLr105",101673.728165956,107176.613114352,112432.038649884,114642.357305959,149617.095263849
"IRLr106",63537.4188449636,61527.9372841784,61131.4711579717,66563.0454538884,52202.3738589979
"IRLr102",49273.8388331219,51940.6857261745,54487.6070942452,55558.7873016981,72508.4913447603
"IRLr107",118535.044439564,114786.167156882,114046.522224132,124179.636100134,97388.4494792875
"IRLr108",136895.296708498,132565.744462046,131711.533684073,143414.196278034,112473.241567349
"IRLr103",116739.499875266,110129.401364419,100331.010366343,79739.0613277463,45066.3139662252
"ITAr105",175772.498439489,284628.627794374,216102.275943592,286607.418950749,326949.793871796
"ITAr109",210861.457840744,222689.060800146,84493.4720779165,33878.1556689763,9175.7484122175
"ITAr110",578802.520469348,501879.860490941,364427.706905966,252130.520632746,175014.507500999
"ITAr107",2101384.72734874,1565216.38154352,1187842.72221799,450232.569720129,450800.991169625
"ITAr117",473459.451021174,649971.56242244,847961.622043664,1014477.93719775,1474133.60531498
"ITAr116",125882.810079273,234563.505869346,257548.140514962,300023.006768144,335546.568768275
"ITAr121",1487922.37956498,824390.413141105,1388205.77385259,1086432.84372017,874056.481721156
"ITAr103",148231.217584292,310575.391988849,392720.217267981,325353.994156606,344248.271002272
"ITAr104",1097675.4416183,1689163.87122564,1859829.08605235,2401107.01249147,2956859.48861224
"ITAr120",189392.006620298,261554.272629095,333431.896488713,300220.527522701,451525.209739193
"ITAr106",58698.8722534792,69202.642394472,57216.6048453368,66376.3656788427,51623.6793278693
"ITAr101",577710.620511941,1138265.58233149,771465.171042057,1149792.4089299,765507.212184609
"ITAr113",62647.8109055121,55445.1966499016,122211.659924936,146790.923287287,132904.409232364
"ITAr114",64816.3889753183,57364.4534570136,126442.063537722,151872.147554924,137504.946475022
"ITAr108",1108358.20325101,978021.454993065,833248.432669713,608618.164498556,473821.605587655
"ITAr112",415599.750703038,339495.802508477,416543.045064074,197875.253073893,243946.641650518
"ITAr111",1819212.02466603,1164076.09411559,855744.690558372,485357.970573763,552048.872086251
"ITAr118",492186.504048762,506717.041903239,592502.198323679,1004217.54707159,1082830.96165273
"ITAr119",167033.426061915,141788.700259355,205765.512445704,243180.92375687,144055.045276156
"ITAr102",28696.2596835445,33599.2994524318,14602.4316527394,23942.6269838264,25526.6162274579
"ITAr115",633184.490231374,734502.05749802,1002686.31047142,1380924.91874275,1193752.22305644
"JPNr108",1705607.63689386,1383657.4592002,1311917.85422498,1169649.97639448,1636301.54828649
"JPNr101",880703.676565021,1426594.76540101,1261263.49646278,1089641.71977962,743595.230791571
"JPNr105",1205485.02346023,910435.396012483,775251.447858307,1087070.50159507,1363886.0080739
"JPNr107",3100463.33413346,3961907.19322594,4437184.6726604,4736083.60752492,4022297.88245527
"JPNr110",3207687.51937085,3365034.10335909,2713121.3491413,2820519.26970003,2167629.56842873
"JPNr103",1287238.13712426,1109108.24913557,1528281.01890063,1466277.98296875,1423707.80187079
"JPNr109",770517.506417741,892108.295532788,1050724.30761623,332508.127425557,727391.118007684
"JPNr104",7349054.32546329,6332081.4856575,8725207.7984316,8371222.26439121,8128182.09605638
"JPNr102",1878986.23436026,2905697.07990303,1696960.81502433,1412934.35270504,1235087.62600734
"JPNr106",3287486.34534102,2482854.514538,2114193.45694104,2964557.30338214,3719462.73979781
"LTUr101",32441.2285646082,30745.1090153559,22032.9872954135,38078.8980722727,24875.2977523496
"LTUr102",123572.236498001,115796.956848304,105643.129412493,122774.180770829,120718.368870373
"LTUr103",64002.2786632704,65160.5258111482,47829.5116054091,74281.5888790342,85965.9710411381
"LTUr104",40342.4136726448,35911.3981286417,30746.0491281793,24768.6249888379,24105.4618816964
"LTUr105",52270.0659856246,59963.3801812046,57866.3040623805,43933.474774345,23090.9129964454
"LTUr106",66384.1543764554,77295.4025493702,69502.6175515216,53912.6775834829,22890.2545391699
"LTUr107",20130.518826319,22541.1829354021,22573.0407814359,9316.48290693191,16981.4121899112
"LTUr108",25437.2288899927,20131.0847449448,56520.007957459,18927.6765952708,19024.1979123327
"LTUr109",39117.0096442616,35691.2517004116,33998.6263303688,18955.0151004944,13350.8629244635
"LTUr110",118871.913432936,131659.076424113,148451.019817999,188963.58321738,242786.210307571
"MEXr101",139155.743384112,218672.749788483,279922.256166731,298426.460720318,314574.423940356
"MEXr102",293073.951424844,512121.986816656,743383.611979948,788740.363990262,993438.349788291
"MEXr103",71916.1331901019,125334.538934465,156591.939811338,192771.869723691,211020.380840405
"MEXr104",182511.657153564,192362.138413749,148310.770570098,162295.285218567,192064.824444022
"MEXr107",3036550.7578472,1050338.8333857,470526.136815096,315953.571033561,407354.985918446
"MEXr108",602748.25074777,631110.606564961,695418.11270303,760934.914891327,840384.994092911
"MEXr105",529162.179240328,594830.218094426,754533.456009135,813291.41053517,749182.35412094
"MEXr106",70948.507889885,134566.375098369,150537.141684243,214062.13760031,165033.318527194
"MEXr109",545621.320611053,1295311.96501676,1474974.71815272,1889891.94536648,2898326.31585298
"MEXr110",195167.84872894,296236.341423258,301220.098122297,330728.998859343,245060.087866162
"MEXr111",1163578.44371184,1332414.80572851,1128476.09108911,1202256.35125823,1151561.89621231
"MEXr112",1098868.72141326,799347.94544746,667101.282774425,673961.264280313,361206.905084547
"MEXr113",888433.380551052,707525.024560833,581004.345891728,577912.868389195,395643.908607192
"MEXr114",515890.530355188,1128618.87317359,1690386.21090819,2174519.26002899,2347987.12453405
"MEXr115",2900126.64994518,4232762.69470485,4360796.0779506,3322292.69412192,2318764.28327745
"MEXr116",1283778.82672739,1094890.92580223,782955.698127006,763549.50357441,684155.028768972
"MEXr117",342815.296127051,421095.673402345,461329.516434622,387417.641242632,325022.262793351
"MEXr118",217650.155405712,215272.434346282,215206.044049449,223055.274000721,274413.859197836
"MEXr119",308905.396654622,455256.92792791,1050960.50937426,1313916.60685946,1977100.44018374
"MEXr120",1713596.10686764,915436.669703486,521704.497888141,462048.685222628,384492.220318108
"MEXr121",1663474.20927561,1261933.34741771,1466894.82884742,1257745.43002223,759943.041437031
