,GDLCODE,Nr_households,Nr_individuals,ECONSIT_1,ECONSIT_2,ECONSIT_3,ECONSIT_4,ECONSIT_5,ECONSIT_AVG,EDU_1,EDU_2,EDU_3,EDU_4,EDU_5,EDUF_1,EDUF_2,EDUF_3,EDUF_4,EDUF_5,EDUM_1,EDUM_2,EDUM_3,EDUM_4,EDUM_5,AGE_1,AGE_2,AGE_3,AGE_4,AGE_5,AGE_6,AGE_7,GENDER_0,GENDER_1,HHTYPE_1,HHTYPE_2,HHTYPE_3,HHTYPE_4,HHTYPE_5,HHTYPE_6,HHTYPE_7,HHTYPE_8,HHSIZE_1,HHSIZE_2,HHSIZE_3,HHSIZE_4,HHSIZE_5,HHSIZE_6,RURALHH_0,RURALHH_1,RURALINDI_0,RURALINDI_1
2618,AZEr105,203656,819600,43931,42625,38049,39705,39346,2.9406351887496562,325397,171544,112982,160413,49264,167332,76883,56726,83050,26532,158065,94661,56256,77363,22732,253616,157116,128600,105502,78742,51799,44225,410523,409077,22679,19908,77809,18074,5053,30766,18767,10600,22679,31304,81129,46769,19677,2098,148354,55302,622270,197330
2619,AZEr106,125857,489186,27658,25378,24036,24796,23989,2.937071438219567,190370,87422,67645,108589,35160,98553,39463,33724,55821,18937,91817,47959,33921,52768,16223,143909,91057,76462,64254,49947,33125,30432,246498,242688,14362,13495,48808,11557,2920,17615,10918,6182,14362,21260,51933,27086,10334,882,71206,54651,295865,193321
2620,AZEr107,574769,2321048,127246,118361,107484,111628,110050,2.9284495162404376,932159,485941,310446,466268,126234,480211,217169,154459,241541,67680,451948,268772,155987,224727,58554,718116,448060,367494,296997,223765,142833,123783,1161060,1159988,64091,56040,220838,51927,14241,87974,49603,30055,64091,87686,228379,130172,58093,6348,370306,204463,1580000,741048
2621,AZEr108,59172,242719,12527,12463,10967,11753,11462,2.952004326370581,97375,50721,32406,49058,13159,50115,22760,16286,25313,7104,47260,27961,16120,23745,6055,76285,46947,38169,31097,23385,14696,12140,121578,121141,6524,5542,23040,5356,1437,8459,5680,3134,6524,8795,23492,13370,6210,781,47323,11849,199868,42851
2622,AZEr109,76980,305373,17553,15448,14468,15076,14435,2.914159521953754,120902,60908,42056,61450,20057,62393,27243,20930,31512,10812,58509,33665,21126,29938,9245,92078,57998,48446,39152,30673,19651,17375,152890,152483,8744,7740,29906,7023,1812,10664,7237,3854,8744,12166,31478,17065,6836,691,38354,38626,164669,140704
2814,BDIr101,575770,3003393,111356,112136,113015,122455,116808,3.0368602045955853,2546086,261797,108113,77494,9903,1302651,131477,53939,38349,4245,1243435,130320,54174,39145,5658,1419430,571378,388149,256246,160428,104991,102771,1530661,1472732,46479,29132,199357,54930,22275,123316,56007,44274,46479,57836,161323,140905,135105,34122,511894,63876,2609516,393877
2815,BDIr102,303704,1514797,65323,64789,62424,53665,57503,2.911874720122224,1151236,227341,74099,54297,7824,591640,113473,36124,26322,3440,559596,113868,37975,27975,4384,695274,293389,202073,132909,84960,54031,52161,770999,743798,25020,14555,103472,29673,11786,64417,30491,24290,25020,32450,90563,76241,65634,13796,193703,110001,897687,617110
2816,BDIr103,241845,1250483,59291,56544,51905,38503,35602,2.729500299778784,1035326,128361,47451,35180,4165,530685,63878,23115,17516,1900,504641,64483,24336,17664,2265,589577,238097,162507,106542,67185,44116,42459,637094,613389,20064,12074,82373,22961,9773,51261,24149,19190,20064,24178,68471,59457,55742,13933,126254,115591,589590,660893
2817,BDIr104,479598,2369720,85664,87195,92719,99931,114089,3.1450923481749298,1767623,369485,128202,90916,13494,909486,186369,62989,44078,5993,858137,183116,65213,46838,7501,1071644,458521,317161,210882,137295,88873,85344,1208915,1160805,39153,23341,164764,47219,17910,101924,47611,37676,39153,52314,145875,120474,101134,20648,421842,57756,2034213,335507
2818,BDIr105,390542,2022724,78298,77867,76949,77757,79671,3.006749594153766,1658655,212750,80911,62328,8080,848655,106742,39834,30767,3503,810000,106008,41077,31561,4577,950147,386413,262993,173984,108887,70908,69392,1029501,993223,31662,19620,134657,37135,15329,83771,38019,30349,31662,39233,110305,95710,91235,22397,321906,68636,1607976,414748
3144,BELr101,559713,1193016,137646,132552,117973,83585,87957,2.734962382506749,334587,61032,165687,266941,364769,168659,33719,85227,131450,188932,165928,27313,80460,135491,175837,237613,139897,207522,187991,154394,116759,148840,607987,585029,255116,83910,121032,64571,1994,9552,5599,17939,255116,134912,123892,38846,6947,0,559421,292,1192339,677
3145,BELr102,787055,1822974,129892,149900,161749,163692,181822,3.149483835310112,379816,115944,249614,549933,527667,192715,62720,126921,269361,267023,187101,53224,122693,280572,260644,299766,206441,226304,235842,269614,242084,342923,918740,904234,248546,226583,225222,56453,5108,9821,5066,10256,248546,267724,211771,54095,4919,0,701328,85727,1612953,210021
3146,BELr103,373202,864029,61688,71221,76727,77330,86236,3.1479225727622038,179947,54897,118413,260686,250086,91329,29760,59749,127613,126971,88618,25137,58664,133073,123115,141744,98408,107207,111537,127665,114792,162676,435422,428607,117768,107236,106875,26861,2453,4653,2514,4842,117768,126643,100898,25602,2291,0,279608,93594,637845,226184
3147,BELr104,640563,1483963,105782,122068,131605,133082,148026,3.1490907217557056,310084,94303,202898,447303,429375,157352,51058,102932,218825,217552,152732,43245,99966,228478,211823,244750,168016,184152,192494,218753,196630,279168,747719,736244,202251,184378,183454,45839,4134,8048,4220,8239,202251,217869,172289,44121,4033,0,526218,114345,1205998,277965
3148,BELr105,483308,1119043,79914,91828,99483,100469,111614,3.1490581575310155,233247,71052,153090,337619,324035,118406,38460,77633,165160,164179,114841,32592,75457,172459,159856,184051,126969,138978,144730,165295,148467,210553,563838,555205,152559,139071,138194,34682,3111,6183,3222,6286,152559,164218,130338,33180,3013,0,399082,84226,914364,204679
3149,BELr106,510794,1183005,84266,97407,105233,106048,117840,3.1483748830252507,246769,75266,161828,356925,342217,125215,40734,81598,174645,173665,121554,34532,80230,182280,168552,194615,134181,146810,153298,174698,156853,222550,595857,587148,161277,147001,146361,36449,3385,6344,3361,6616,161277,173560,137619,35103,3235,0,382441,128353,873148,309857
3150,BELr107,173710,396018,42732,35409,32316,35335,27918,2.829013873697542,93865,28599,68980,104298,100276,47631,15793,35069,51282,52130,46234,12806,33911,53016,48146,68229,50532,50217,51868,56217,51683,67272,201905,194113,61027,38007,47498,19711,910,1797,2403,2357,61027,51269,49030,11638,746,0,124609,49101,280195,115823
3151,BELr108,588210,1340013,144191,120150,109595,120010,94264,2.8300028901242755,318150,96196,232393,353092,340182,161278,53244,119119,173946,175999,156872,42952,113274,179146,164183,231328,169855,169929,175776,190078,174388,228659,683586,656427,206798,129207,159632,67245,3223,5926,8288,7891,206798,174122,165513,39233,2544,0,436930,151280,982719,357294
3152,BELr109,483446,1100937,118580,98731,90262,98399,77474,2.8292591106349003,260693,79386,191070,290254,279534,132324,43852,97910,142989,144746,128369,35534,93160,147265,134788,189597,139969,139231,144635,156081,143675,187749,561821,539116,169981,106186,131258,55236,2648,4876,6768,6493,169981,143079,136127,32205,2054,0,360967,122479,811606,289331
3153,BELr110,123808,282021,30373,25388,23125,25196,19726,2.826457094856552,66947,20451,48922,74309,71392,34108,11418,24627,36278,37225,32839,9033,24295,38031,34167,48561,35942,35576,36954,40083,36576,48329,143656,138365,43446,27071,33671,14150,724,1239,1789,1718,43446,36577,35071,8189,525,0,30103,93705,67329,214692
3154,BELr111,215565,491015,52920,44036,40175,43762,34672,2.8294249994201284,116258,35477,85076,129679,124525,59273,19738,43252,63531,64860,56985,15739,41824,66148,59665,84327,62754,61972,64489,69545,64016,83912,250654,240361,75747,47298,58712,24515,1194,2186,3013,2900,75747,63694,60939,14221,964,0,94542,121023,211055,279960
3379,BENr101,207000,1542170,50979,50776,45276,33911,26058,2.677743961352657,1305139,151595,52191,27111,6134,691862,64322,19529,8218,1981,613277,87273,32662,18893,4153,803409,276567,190435,113822,68964,42686,46287,785912,756258,11647,4269,69920,14898,3428,71346,18761,12731,11647,12332,36915,41666,64612,39828,115360,91640,787339,754831
3380,BENr102,460941,2082465,70155,72953,80262,102981,134590,3.344725246832024,1309108,369653,182578,175766,45360,734703,177340,82097,63001,11802,574405,192313,100481,112765,33558,925349,406204,327827,201385,114206,61004,46490,1068943,1013522,63270,19572,169580,51081,8743,76750,34464,37481,63270,56166,137821,113069,77506,13109,417677,43264,1861231,221234
3381,BENr103,296819,2219344,74401,74044,64623,46975,36776,2.655281501521129,1904440,184746,75552,45816,8790,999594,79348,28827,13994,2854,904846,105398,46725,31822,5936,1195183,424796,276715,147873,81431,47648,45698,1124617,1094727,15383,7264,119591,15468,4802,99526,20204,14581,15383,17185,54665,60596,88647,60343,163154,133665,1114852,1104492
3382,BENr104,251189,1261309,53798,53726,52644,49304,41717,2.8862052080306064,947167,193345,77472,37397,5928,527816,89054,32221,12826,1883,419351,104291,45251,24571,4045,642977,241056,152443,96991,55249,35560,37033,663800,597509,27762,7540,88774,53059,3707,30328,20135,19884,27762,27849,69760,60077,52125,13616,182182,69007,881363,379946
3383,BENr105,349059,1750733,62929,62398,69121,77094,77517,3.1256864885305924,1295849,254895,113955,73004,13030,712063,115888,47954,25420,3747,583786,139007,66001,47584,9283,833598,323121,255298,149155,87800,55682,46079,905072,845661,40808,13690,151908,39578,5358,54050,23020,20647,40808,34333,98447,86740,71080,17651,312061,36998,1536623,214110
3384,BENr106,330126,1671245,64999,64066,67660,70636,62765,3.006367265831834,1269609,250070,98765,45301,7500,692006,111157,39412,14841,2201,577603,138913,59353,30460,5299,827622,316986,215043,133536,76242,48836,52980,859617,811628,37435,11591,128422,46829,5601,49569,25128,25551,37435,35353,90183,80228,68992,17935,273520,56606,1345487,325758
3624,BFAr101,336472,1918918,71215,71767,69797,67120,56573,2.899156542000523,1801629,74878,31315,9142,1954,924298,31868,12946,2969,538,877331,43010,18369,6173,1416,970474,348555,224535,151208,98765,66159,59222,972619,946299,18151,23962,153540,17185,11917,84345,11623,15749,18151,35587,92587,74022,84972,31153,162342,174130,810848,1108070
3625,BFAr102,114938,685253,24026,24474,24432,22791,19215,2.901642624719414,627216,37311,15498,4031,1197,324464,15999,6395,1453,384,302752,21312,9103,2578,813,334912,136783,85210,54009,36165,22727,15447,348695,336558,6467,7042,50180,4375,3891,31438,4886,6659,6467,11071,29434,24456,31101,12409,55716,59222,293635,391618
3626,BFAr103,437110,2127939,43271,46835,62832,95048,189124,3.777650934547368,1495304,249762,223283,108801,50789,783334,119663,101591,42533,14084,711970,130099,121692,66268,36705,820859,528199,362771,199776,111319,61902,43113,1061205,1066734,52445,19758,143745,20720,11159,116367,27542,45374,52445,46801,128714,100536,89200,19414,412741,24369,1986138,141801
3627,BFAr104,231470,1358086,44423,45270,46688,49785,45304,3.0271179850520586,1288243,41722,20358,5981,1782,690444,19476,9451,2619,680,597799,22246,10907,3362,1102,691462,233890,158776,105624,69194,50128,49012,722670,635416,9227,13082,98867,19992,6565,58488,12237,13012,9227,24441,62673,50784,60918,23427,134480,96990,706811,651275
3628,BFAr105,210367,1378043,44416,44945,44759,42834,33413,2.885357494283799,1321166,33227,16846,5321,1483,703328,14959,7768,2321,549,617838,18268,9078,3000,934,716274,241564,152757,107566,70875,45792,43215,728925,649118,6301,12907,95796,8927,6306,64816,6286,9028,6301,19152,50762,43813,56832,33507,97261,113106,544868,833175
3629,BFAr106,210791,1363700,45054,44387,44582,41956,34812,2.8912904251130267,1262863,59350,29240,9514,2733,688352,27741,13642,4226,1006,574511,31609,15598,5288,1727,693858,237507,150344,106639,72376,52912,50064,734967,628733,9649,10434,77896,13027,6822,67356,10765,14842,9649,19840,50838,43379,53784,33301,97560,113231,549938,813762
3630,BFAr107,142866,840900,31818,31075,29964,28083,21926,2.8405778841711813,789844,32531,13601,3785,1139,421163,14664,6103,1574,395,368681,17867,7498,2211,744,414563,142694,94389,68907,48394,36381,35572,443899,397001,7166,7169,62071,7125,4251,40511,6234,8339,7166,12549,37639,34030,37583,13899,64494,78372,331408,509492
3631,BFAr108,265047,1612689,56957,58783,56800,52594,39913,2.848038272457338,1552011,34563,17341,7049,1725,798960,14995,7385,2570,532,753051,19568,9956,4479,1193,849537,293514,194393,121173,70909,46018,37145,824442,788247,6557,20839,135241,8896,7759,68131,6939,10685,6557,26850,68023,59831,74026,29760,120007,145040,640204,972485
3632,BFAr109,337208,1898148,56328,58981,64757,73738,83404,3.2043516168062443,1667295,113898,83695,24920,8340,864279,51171,35927,8933,2478,803016,62727,47768,15987,5862,877328,404532,255133,161259,96562,58844,44490,962788,935360,22792,22012,143179,14096,10521,85402,16427,22779,22792,34762,93688,74038,81706,30222,221501,115707,1140419,757729
3633,BFAr110,210656,1332790,47864,46419,44997,40881,30495,2.8088067750265835,1253560,48382,21490,7394,1964,673800,21875,9850,3150,691,579760,26507,11640,4244,1273,686377,224286,145356,103083,69523,50384,53781,709366,623424,7696,11546,83429,13841,8009,65450,9383,11302,7696,20574,52205,43715,56684,29782,85345,125311,464693,868097
3634,BFAr111,134769,849529,29519,29388,28409,27017,20436,2.847613323538796,804548,28837,11129,3756,1259,432596,13206,5182,1676,497,371952,15631,5947,2080,762,432550,143630,93339,67224,46841,33282,32663,453157,396372,4908,7679,59499,7469,3613,39834,5584,6183,4908,12413,32192,29358,38570,17328,60720,74049,333729,515800
3635,BFAr112,254325,1337512,60390,60649,55490,46959,30837,2.713767816769881,1303564,19042,9181,4537,1188,663221,7907,3742,1508,375,640343,11135,5439,3029,813,661175,246426,161778,109431,75106,46545,37051,676753,660759,6756,31759,125154,10309,10852,50565,8089,10841,6756,38564,75291,59946,59855,13913,91879,162446,421119,916393
3636,BFAr113,127869,755581,29845,28592,27168,24016,18248,2.782824609561348,707678,27649,14172,4789,1293,373200,11864,5900,1772,404,334478,15785,8272,3017,889,373124,124110,88747,65995,45865,32961,24779,393140,362441,6607,6956,45531,7755,4893,38012,7974,10141,6607,12594,32849,29728,33063,13028,49729,78140,247186,508395
4294,BGDr201,1449712,6346368,264661,291459,291943,289805,311844,3.0639520125376625,3599177,1344073,744760,553649,103709,1842085,685397,380445,282303,52558,1757086,658645,364072,271331,51132,2460050,1097746,966890,702872,481791,352714,283821,3242815,3102785,11530,41188,689640,91680,42135,442207,90281,41044,11538,70192,506070,560183,284885,16790,1381425,68287,6048076,298292
4295,BGDr202,915781,4022793,171779,187168,185589,179718,191497,3.0348292877882375,2273947,847531,477007,350714,67010,1161777,432937,241039,178342,33409,1112106,414331,233172,171926,33294,1561126,694891,610855,444453,303796,222620,179615,2048159,1968136,7292,25714,437257,58969,26337,277205,56924,25896,7264,43529,319318,351824,182076,11027,856775,59006,3762380,260413
4296,BGDr203,1803169,8838254,311436,350451,365796,369423,406062,3.115475033122242,5313369,1580353,1022352,758982,160113,2749305,818470,527554,391489,82178,2564047,761775,493877,367208,77776,3625995,1769690,1313500,870707,556915,383105,316064,4569281,4266653,8442,28246,762410,162215,42927,542219,184712,71934,8382,57908,472308,665338,527350,71635,1769183,33986,8670967,167287
4297,BGDr204,582261,2839142,113250,126885,119798,108127,114201,2.9710507830680744,1708006,507363,326824,243594,51248,882420,263386,169203,125832,26295,824636,243977,157621,117762,24953,1166701,566587,421646,278661,178574,123453,101817,1467307,1369922,2784,9230,248939,53573,13328,171887,58539,23981,2801,18878,153769,215004,168878,22931,518057,64204,2526806,311716
4298,BGDr205,521431,2535194,121609,134731,110972,78177,75942,2.7163804990497304,1526210,452571,292301,217091,45715,788843,233786,151004,112462,23661,736770,218785,141297,104629,22054,1037944,509636,375296,249611,159868,110538,91282,1309847,1224121,2518,8575,224487,47200,11850,154270,51469,21062,2546,17347,139549,192361,149524,20104,352471,168960,1714492,820312
4299,BGDr206,1279532,6256707,224675,251656,257882,258971,286348,3.1021162425011646,3761982,1118639,722695,538267,114225,1944722,578747,374219,278566,59099,1817260,539892,348364,259693,55126,2567845,1253635,927674,616949,394897,271487,223809,3235395,3020881,5935,20350,542929,116013,29765,384365,130015,50157,6012,41937,337468,474356,372494,47217,1251825,27707,6121478,135229
4300,BGDr207,2005837,9849444,341905,384506,406487,414654,458285,3.131071467920873,5921566,1758088,1134883,847287,178213,3058520,909873,587334,437114,91326,2858711,848215,547549,410173,86887,4035364,1973745,1462544,970018,620844,427045,352162,5085019,4755834,9282,31376,846217,179597,48146,603933,207344,79942,9359,64553,523696,738252,588537,81440,1987150,18687,9752192,94127
4301,BGDr208,3141971,13489656,539572,581684,623623,662104,734943,3.1499144963464016,7931179,2310289,1521348,1281542,437692,3990480,1159570,761452,641643,217586,3940660,1150454,757425,639695,219714,4859043,2718338,2322787,1557960,944123,609975,471650,6771478,6712221,26828,117589,1489374,174460,90697,934317,181913,126531,27143,182948,1149920,1124866,600303,55959,3135007,6964,13458785,30871
4302,BGDr209,1925132,8245758,336648,366152,382666,399727,439917,3.124691190006711,4854228,1411792,927496,781885,266645,2443065,708593,463712,390788,132705,2411123,703005,462598,390966,133740,2974692,1661075,1417024,951080,577326,372963,288679,4139233,4103519,16484,72512,916335,107780,54906,568496,110271,78223,16446,112781,703287,691493,366074,34626,1905499,19633,8162180,83578
4303,BGDr210,2073852,8872498,375993,407873,414188,418115,457683,3.083719571116936,5235040,1519758,995863,837040,283630,2633609,762108,501390,419872,141795,2601427,757545,494198,417073,141781,3200050,1786422,1524033,1024196,622659,402592,311816,4458829,4412674,17934,78621,988160,115638,59618,612224,117876,83771,18196,121914,760764,741759,395048,36077,2005391,68461,8579182,293316
