,GDLCODE,Nr_households,Nr_individuals,ECONSIT_1,ECONSIT_2,ECONSIT_3,ECONSIT_4,ECONSIT_5,ECONSIT_AVG,EDU_1,EDU_2,EDU_3,EDU_4,EDU_5,EDUF_1,EDUF_2,EDUF_3,EDUF_4,EDUF_5,EDUM_1,EDUM_2,EDUM_3,EDUM_4,EDUM_5,AGE_1,AGE_2,AGE_3,AGE_4,AGE_5,AGE_6,AGE_7,GENDER_0,GENDER_1,HHTYPE_1,HHTYPE_2,HHTYPE_3,HHTYPE_4,HHTYPE_5,HHTYPE_6,HHTYPE_7,HHTYPE_8,HHSIZE_1,HHSIZE_2,HHSIZE_3,HHSIZE_4,HHSIZE_5,HHSIZE_6,RURALHH_0,RURALHH_1,RURALINDI_0,RURALINDI_1
11749,CRIr106,152466,534149,36507,33477,30691,27182,24609,2.8026379651856805,217571,173193,52290,57073,34022,108724,84731,26746,30081,18901,108847,88462,25544,26992,15121,164742,99482,80625,67239,55926,34273,31862,269183,264966,18583,17887,57257,19324,3282,17567,12056,6510,18583,29988,69457,26505,7324,609,64986,87480,237157,296992
11750,CRIr107,117106,416634,27881,25277,23546,21312,19090,2.816004303793145,178876,132549,39124,42488,23597,89583,65038,20015,22352,13239,89293,67511,19109,20136,10358,138964,79363,61454,52048,40576,25025,19204,210227,206407,15157,11962,43851,15396,2461,12747,10030,5502,15157,21326,51810,21806,6383,624,57628,59478,211621,205013
12184,CUBr101,247135,811356,53175,51182,50072,48511,44195,2.916519311307585,254446,137371,135328,197852,86359,132217,68550,67674,100475,45818,122229,68821,67654,97377,40541,204321,137578,124556,109677,94794,70160,70270,414734,396622,38372,34023,93482,22561,4746,26714,17525,9712,38372,48976,102744,44445,11660,938,183903,63232,598894,212462
12185,CUBr102,238530,767058,42932,47797,49492,50443,47866,3.0524630025573303,233485,129322,126997,188786,88468,123076,64906,63295,94264,46075,110409,64416,63702,94522,42393,189631,127651,116989,103850,90860,68201,69876,391616,375442,39540,33846,89115,21517,4515,24436,16095,9466,39540,48743,98220,41055,10198,774,224933,13597,721438,45620
12186,CUBr103,719285,2036335,145342,141104,140522,141381,150936,3.015939439860417,462707,275086,324517,657822,316203,241815,140376,165898,342198,164247,220892,134710,158619,315624,151956,423745,290465,286616,284641,264321,231400,255147,1054534,981801,159276,128432,240096,63290,11188,52931,33740,30332,159276,180811,276646,84572,16740,1240,544345,174940,1529514,506821
12187,CUBr104,155560,496257,30684,31988,31547,31599,29742,2.985388274620725,148762,84721,85103,121118,56553,78212,42492,42530,60746,29725,70550,42229,42573,60372,26828,120348,82065,75317,67155,59480,45418,46474,253705,242552,26095,22113,57495,14294,2812,16143,10435,6173,26095,32622,63740,26291,6304,508,133428,22132,423222,73035
12188,CUBr105,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12189,CUBr106,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12190,CUBr107,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12191,CUBr108,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12192,CUBr109,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12193,CUBr110,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12194,CUBr111,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12195,CUBr112,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12196,CUBr113,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12197,CUBr114,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12198,CUBr115,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12519,CZEr101,600275,1263138,95515,113010,115760,117265,158725,3.2176918912165258,192339,0,63501,654395,352903,96500,0,41565,344388,163796,95839,0,21936,310007,189107,190041,130729,219288,208448,135914,154899,223819,646249,616889,224167,149747,153914,35761,2259,6067,5125,23235,224167,191729,170748,12506,1125,0,600275,0,1263138,0
12520,CZEr102,534569,1321055,88208,78301,109061,110647,148352,3.2855272191241918,234911,2357,128924,805905,148958,116529,1397,82509,396533,68654,118382,960,46415,409372,80304,231452,130901,201564,227400,171199,163018,195521,665622,655433,126027,127592,187904,45236,5253,16781,4538,21238,126027,174260,206994,26473,815,0,406490,128079,974637,346418
12521,CZEr103,515462,1212942,122212,97770,86556,107710,101214,2.9378111286573985,198226,1170,143818,721859,147869,98814,772,91964,356803,74627,99412,398,51854,365056,73242,192747,142046,159857,206327,149363,170752,191850,622980,589962,151741,119097,171323,45729,3663,11229,3112,9568,151741,157294,182048,23501,878,0,249687,265775,553119,659823
12522,CZEr104,476024,1122008,97344,131150,86314,92421,68795,2.798692923045897,187747,1260,180235,670558,82208,93328,745,114095,320279,40727,94419,515,66140,350279,41481,184848,130846,139297,189618,144075,171328,161996,569174,552834,127189,130075,150545,43740,2970,6940,3425,11140,127189,163388,162629,22818,0,0,320232,155792,729336,392672
12523,CZEr105,626215,1506923,123296,125788,135517,118593,123021,2.9876320433078094,247510,0,167306,921349,170758,122007,0,104221,439581,84233,125503,0,63085,481768,86525,243317,170714,198130,233308,187879,232520,241055,750042,756881,165429,166548,209185,37496,4274,18276,3277,21730,165429,209125,220927,25451,5283,0,333463,292752,758670,748253
12524,CZEr106,689054,1683295,133136,130660,136893,150436,137929,3.042612044919556,269439,0,175471,984610,253775,134161,0,111590,480555,126525,135278,0,63881,504055,127250,265188,187478,252572,256246,213599,219463,288749,852831,830464,187283,157420,242193,57512,4818,17389,5923,16516,187283,212308,244358,41843,3262,0,382460,306594,882217,801078
12525,CZEr107,488985,1220025,97076,106074,107024,100971,77840,2.9108868370195404,194755,660,142511,741728,140371,97032,406,89312,362218,72503,97723,254,53199,379510,67868,190100,138747,171046,184942,169713,170208,195269,621471,598554,113314,126838,173245,38653,4178,13436,3843,15478,113314,159971,184189,31511,0,0,256033,232952,604936,615089
12526,CZEr108,509866,1215030,129712,103854,110584,90275,75441,2.7604841272020493,191727,1451,171572,713037,137243,96525,919,110620,358083,69581,95202,532,60952,354954,67662,188570,139788,183226,173404,177142,160969,191931,635728,579302,141833,118953,159240,48611,4928,10590,6113,19598,141833,169024,165771,31827,1411,0,376941,132925,868415,346615
12989,DEUr101,5204777,10797917,836948,885503,1096274,1065297,1320755,3.2204528647432924,1777076,0,1654218,4770998,2595625,909061,0,900813,2573630,1198141,868015,0,753405,2197368,1397484,1604300,1190781,1240016,1340631,1740318,1412829,2269042,5581645,5216272,2108021,1504725,1250686,224119,43945,15713,20115,37453,2108021,1643246,1218264,220278,14968,0,3919305,1285472,8108502,2689415
12990,DEUr102,6401479,12764849,1158548,1139270,1204789,1425832,1473040,3.1430210112381842,2009543,0,1700436,6156697,2898173,1022830,0,911974,3216892,1301013,986713,0,788462,2939805,1597160,1803615,1291947,1529717,1712930,2066883,1809096,2550661,6452709,6312140,2641548,1811448,1425392,429686,8524,23576,7978,53327,2641548,2155056,1426629,171115,7131,0,3885162,2516317,7717680,5047169
12991,DEUr103,2071363,3491227,574197,506772,469409,310644,210341,2.553994157470226,498421,0,318477,1388880,1285449,252793,0,160686,714621,619433,245628,0,157791,674259,666016,462291,309490,600565,437835,520796,530746,629504,1747533,1743694,1218773,425312,266914,118539,0,0,1188,40637,1218773,522317,281057,38147,10692,377,2066423,4940,3482459,8768
12992,DEUr104,1286899,2469354,304950,307595,246562,278234,149558,2.7356863281423016,351345,0,266272,1189267,662470,177885,0,144927,615777,305667,173460,0,121345,573490,356803,321031,165878,326801,231244,427521,457978,538901,1244256,1225098,529908,442806,237082,59269,8153,2719,1602,5360,529908,482763,245826,27889,513,0,764320,522579,1458289,1011065
12993,DEUr105,340458,667003,65265,146349,41178,56525,31141,2.535707781870304,142373,0,114844,280966,128820,72366,0,59074,135950,56670,70007,0,55770,145016,72150,115267,81715,94163,67006,82490,79048,147314,324060,342943,169210,66625,66454,37018,0,0,0,1151,169210,94879,56052,10264,10053,0,337565,2893,661095,5908
12994,DEUr106,904803,1775115,148960,198878,199347,136883,220735,3.0901356427863305,285590,0,208023,753664,527838,149024,0,118729,436747,265073,136566,0,89294,316917,262765,262831,187525,213627,285647,225338,115892,484255,969573,805542,396134,258075,185463,50374,0,732,578,13447,396134,294837,181761,26721,5350,0,896372,8431,1758084,17031
12995,DEUr107,2983804,6133722,588354,546811,541806,559350,747483,3.110864185449178,993002,0,953662,2771378,1415680,502955,0,487486,1411776,631922,490047,0,466176,1359602,783758,898003,755000,684808,769900,1191213,803291,1031507,3034139,3099583,1155543,888901,673507,168336,3300,11228,19315,63674,1155543,1041181,692243,86960,7849,28,2250129,733675,4621707,1512015
12996,DEUr108,918996,1603787,294418,239465,136973,166148,81992,2.457920382678488,246730,0,105589,852067,399401,125638,0,56673,443202,187350,121092,0,48916,408865,212051,218618,141657,173579,210368,258990,298616,301959,812863,790924,469575,265086,119042,46547,17218,875,653,0,469575,296581,136362,15592,886,0,462469,456527,793252,810535
12997,DEUr109,3946955,7877084,593452,919080,832852,780102,821469,3.0803292664851765,1161966,0,1230299,3891662,1593157,590267,0,655592,2003985,712661,571699,0,574707,1887677,880496,1036952,1043606,831825,903859,1384777,960563,1715502,3962505,3914579,1605064,1209481,830836,251732,10644,10824,12373,16001,1605064,1390722,821411,117128,12630,0,2435386,1511569,4834470,3042614
12998,DEUr110,8656407,17752296,1755099,1466402,1884777,1667203,1882926,3.0527303071586167,2720092,0,2818119,8569210,3644875,1374581,0,1446116,4299146,1624903,1345511,0,1372003,4270064,2019972,2430523,2190166,2240040,2151931,3015119,2334378,3390139,8744746,9007550,3504798,2498879,2027158,499814,3416,27131,11455,83756,3504798,2848344,1961866,314490,26909,0,7567023,1089384,15498563,2253733
