"GDLCODE,""X1est"",""X2est"",""X3est"",""X4est"",""X5est"""
CIVr110,1485942.79380117,258143.42257104,87916.987757653,62918.7946457444,8460.00122439313
CMRr101,838242.613630076,178509.212628708,63167.8438369096,42698.9287413038,6273.40116300231
CMRr102,2074853.80814432,979546.276554614,543048.475276974,591498.612002097,160365.828021993
CMRr103,844286.010697761,260223.651392229,107045.122235192,64389.5299264818,12502.6857483356
CMRr104,3459289.91777062,394509.899722622,156843.303103742,113717.319051482,13952.560351533
CMRr105,1380198.61559156,743337.305487817,425766.332176681,580749.426856269,160908.319887677
CMRr106,2501826.37616003,290874.085934764,116366.124160571,86058.4683684694,10324.9453761698
CMRr107,1018090.80487249,364719.697476997,170409.346274249,102119.317325146,26143.8340511137
CMRr108,1484539.36827691,573461.044829361,302575.822893962,202169.568338077,58978.1956616882
CMRr109,507782.716867888,198010.774848795,105518.52489414,73411.0250204317,22047.9583687459
CMRr110,451197.697156084,195053.243616995,108088.06514459,104075.140083444,27992.8539988867
CODr101,4883286.30854984,1886359.18221035,995301.576239961,665022.367319671,194004.565680183
CODr102,3305586.49653136,574258.588809037,195577.655317394,139967.378843005,18819.8804992049
CODr103,8805752.24695753,1365091.42118122,483612.898640633,353419.361814714,46712.0714059027
CODr104,6583141.86154339,792441.660402102,310975.103412257,229877.722412553,27751.6522296942
CODr105,6684959.5879111,914261.570772474,337832.479279674,256187.508250722,33172.8537860356
CODr106,4983837.34452182,964150.265594104,320326.610123048,225430.395275414,32350.3844856166
CODr107,4816119.02851655,658671.528246986,243388.372137964,184567.986856011,23899.0842424892
CODr108,1499567.77943627,200220.416551705,74463.5616893044,56240.2257012308,7319.01662149312
CODr109,7640834.0619025,1184502.66780742,419635.461579728,306665.30492301,40532.5037873467
CODr110,5508506.54234736,753365.189091689,278379.00855748,211102.333037101,27334.9269663737
CODr111,4607465.2007986,520578.21368159,206621.433053378,147983.016480708,17782.1359857197
COGr201,85694.1842766581,16366.446153341,5458.62919951173,3865.12323640823,548.617134080993
COGr202,156980.629054211,53510.8642012668,24063.0959122018,14393.2538007924,3326.1570315283
COGr203,74355.540801868,14384.4811651639,4779.06012625169,3363.27167103615,482.646235680304
COGr204,223617.34121637,61687.2956276701,22745.872749415,14309.309767823,2561.18063872224
COGr205,263967.339135279,40920.9275959478,14497.1157994792,10594.3440061412,1400.27346315286
COGr206,115879.776668233,34717.2923959154,13435.9338626215,8515.61773878295,1639.37933444729
COGr207,104264.414330958,37276.6970395343,17079.2490209345,10292.9096975587,2603.72991101481
COGr208,55468.2536290617,12046.2917166787,4207.41092487734,2873.8384896921,431.205239690243
COGr209,68140.4483687156,16248.6644668141,5591.24920321931,3723.46778494406,601.170176306964
COGr210,137298.074987834,35500.6714466322,12783.6464787826,8532.19147605124,1440.4156106997
COGr211,894430.563575651,421072.469635716,231302.204161235,251940.370423714,69345.3922036847
COGr212,578089.019824774,259578.765710226,140282.138580241,142413.548411778,39029.5274729816
COLr101,2119894.60552016,1065137.22167806,1012048.1705451,1585449.47929992,593793.522956764
COLr102,757747.836233381,406883.925940676,406011.095327331,598550.438811327,260538.703687285
COLr103,2064138.50173284,1230746.69838671,1329920.35092104,2079091.16449499,1077137.28446442
COLr104,720615.590367443,333311.654902332,297366.463961145,532886.01300064,187246.27776844
COLr105,435820.986295613,202753.076086727,185300.991426437,320220.650865204,116627.295326019
COLr106,311150.031245877,165413.771308531,160905.224000509,243043.285774702,95562.6876703805
COLr107,190697.277622093,98262.4726571266,64171.5851238064,90644.3622252007,28104.3023717733
COLr108,544961.746195792,279204.174934949,186178.337096028,268076.649955883,83521.0918173476
COLr109,404083.599573197,187703.760704316,137714.972038291,217369.098782786,69595.5689014104
COLr110,688159.301189173,351277.761378563,228656.914733943,324969.064322858,95345.9583754622
COLr111,866410.273527674,447661.354808517,428871.479491213,656576.824199243,247381.067973352
COLr112,200565.537060099,106475.166118364,64773.1364303684,96739.6946264254,25186.4657647426
COLr113,456227.707885771,221078.828290194,152411.723729853,235840.619098643,74937.1209955388
COLr114,383615.755400888,206495.411933992,123832.62277717,183916.086606013,48276.1232819366
COLr115,497858.382223666,241252.220972116,166319.258774751,257361.021826575,81775.1162028922
COLr116,303131.399405849,160614.646897016,156223.378962312,236578.08362231,92915.4911125129
COLr117,682358.525780747,348796.884833577,233980.096519887,348381.73016144,109106.762704348
COLr118,482743.215406371,221313.449426273,190672.238927493,330835.190504084,113567.90573578
COLr119,175261.060398645,93591.0381573988,92493.0261008445,137552.832571613,59470.0427714984
COLr120,325715.371768873,146731.039784515,139406.911440178,242307.679540758,85797.9974656754
COLr121,649805.593819578,344300.511948297,334887.199854848,507139.024245626,199177.670131652
COLr122,315038.637046429,140374.841864926,119009.975566769,198318.274014516,68374.2715073606
COLr123,508974.048407529,230735.151133074,200356.423955105,334476.93472124,116387.441783053
COLr124,1388542.19796279,763452.287205165,763211.807099415,1122139.64175989,519411.065972742
COLr125,100683.597952214,44372.6285330451,36511.0740634377,58073.7046423396,19346.9948089633
COLr126,126938.49669384,58194.907088752,50137.7266386436,86993.9139396429,29862.9556391219
COLr127,137693.796141461,70950.8444332333,46335.3712768897,65450.1547648916,20292.8333835248
COLr128,23348.8488927498,12637.7845258555,12767.3348023316,18621.7680069548,8182.26377210819
COLr129,30602.2206770911,15621.2079878671,10168.298752831,14451.2687722899,4240.00380992096
COLr130,17252.288093978,9154.80334699835,5268.32854232619,7196.61397040098,1995.96604629645
COLr131,22317.7907242849,10322.8126889154,9209.5738696431,16503.7208145645,5799.10190259209
COLr132,21044.2415799359,9672.62375121776,5288.5927655922,5691.18287480791,1547.35902844623
COLr133,10875.4937481194,5030.40988003386,4437.38219804512,7821.55442698573,2723.15974681592
COMr101,214940.776339367,75695.9178685465,37798.3430767611,22685.3541402581,5841.60857506718
COMr102,32031.2957156225,10861.5602438839,4916.50878760106,2996.30950319277,698.325749699786
COMr103,239683.349763295,74332.7188809917,31964.1972519478,18886.0976941309,4060.63640963481
CPVr101,26242.2998136284,12821.5519172321,7321.93414773978,8624.18168269238,2302.0324387073
CPVr102,41395.0917590266,22268.041056395,13378.458273702,19443.9298129447,5062.47909793164
CPVr103,82104.5463705504,32619.2878687648,17345.6829441903,12489.5200075561,3843.96280893837
CPVr104,70094.0545766584,35915.2091120176,22418.4405153577,34304.1547381195,8770.14105784685
CPVr105,19282.7539525453,10385.1650070857,5948.38114739147,8113.64986143785,2248.05003153961
CRIr101,367012.799803682,206965.794464814,265989.263242465,491986.549149684,238647.593339356
CRIr102,257256.339679036,145650.670343485,167892.842541346,246225.775830784,121701.371605349
CRIr103,142106.20635631,80531.5403144178,93783.5249547526,144228.542013398,72263.1863611217
CRIr104,97258.8982552779,57521.6347474041,74813.5779041596,154741.654507938,71756.2345852206
CRIr105,115326.968973923,60687.7038053124,65071.4256205203,93817.1924183796,42591.7091818646
CRIr106,173281.137380529,90451.658394822,92136.6193277509,139232.681985372,59059.9029115258
CRIr107,141583.860858141,65287.8912171136,64252.6201023643,108893.454819548,37466.1730028337
CUBr101,253018.079265942,135861.805871245,135570.360729797,199860.791585534,86995.9625474825
CUBr102,231745.621171821,128099.177806051,127384.371504877,190719.373840626,89078.4556766259
CUBr103,457741.904832699,272246.487523214,324054.815183278,663364.860377855,319013.932082954
CUBr104,147696.946370354,84025.5069299407,85294.0883887785,122344.926210861,56890.5321000655
CUBr105,329681.51132117,168178.373887976,160614.757454629,247671.535061575,93152.8222746503
CUBr106,107760.891645122,57287.9116071945,55726.4620518425,84173.416530194,33096.3181656469
CUBr107,148040.578999439,68753.2008078043,61908.2824646912,107235.593191781,39081.3445362844
CUBr108,85052.0876225693,45349.3442514118,44291.5584046207,66321.9786188245,28628.0311025737
CUBr109,259927.706642686,126943.388905674,120088.774060965,195333.458346646,68357.6720440293
CUBr110,209371.752023898,98129.2159729671,85782.343238189,147726.154112601,51842.5346523447
CUBr111,362413.735722706,160703.216681122,155906.657358619,270265.276189517,95422.1140480365
CUBr112,287926.221345124,135390.473591563,117718.623451887,198554.784992277,69678.8966191492
CUBr113,421650.675615863,225165.38688569,222523.741762538,330930.582382491,143075.613353418
CUBr114,167769.442711067,90806.792092594,91737.6550138155,133803.754316629,58792.3558658945
CUBr115,22964.803541921,13266.1574141354,13431.2869293975,19693.7401720423,9125.01194250382
CYPt,221146.208405341,139862.271009108,186681.944360935,421557.189143151,191737.387081466
CZEr101,215591.852950926,93536.0287133853,162588.620029782,452729.747989628,338917.750316279
CZEr102,256559.584087352,151770.82586781,200956.344863995,485062.848177341,227031.397003502
CZEr103,238789.384427885,147408.014499359,193723.818660205,409037.552080362,224390.230332189
CZEr104,221432.336546929,140841.445212171,177141.998132159,397739.425518932,185166.794589809
CZEr105,291716.761512879,187015.080457392,242796.197160683,521721.12629915,264186.834569896
CZEr106,317108.484954277,167716.947484743,259872.614728244,567125.639891311,371664.312941425
CZEr107,240312.908135199,150952.690105849,190808.19229119,414303.151306057,223974.058161706
CZEr108,234400.761576128,151545.473269257,198926.047856734,422088.891592962,208387.825704919
DEUr101,1946166.76999677,739810.386948987,1428096.23974092,3732542.52191994,2951513.08139338
DEUr102,2301117.17839617,874740.241385918,1688558.67869753,4413299.9538875,3489822.94763289
DEUr103,629900.043760621,239448.439002225,462220.349137229,1208081.82224777,955292.345852158
DEUr104,478764.326824056,187481.788806299,343979.598968691,849958.352311894,611163.93308906
DEUr105,120158.231614832,45676.613739645,88172.0525643056,230450.810164543,182229.291916674
DEUr106,319929.918021429,121617.263277177,234764.419961697,613591.826486342,485198.572253355
DEUr107,1105727.9890896,420328.341887194,811382.666552137,2120669.61607858,1676922.38639249
DEUr108,307352.510815337,144284.616780808,239108.218890018,536834.700138697,378171.95337514
DEUr109,1471741.95687892,524976.139621113,1040147.16219715,2738619.73004385,2101187.01125895
DEUr110,3226481.9070606,1199527.64532428,2332289.46625108,6141105.46828649,4852400.51307754
DEUr111,751759.096866527,267271.449447702,531939.477175799,1405886.92606394,1075334.05044603
DEUr112,185412.268016278,66137.2846283462,131039.305845879,345015.437664342,264710.703845155
DEUr113,743994.787814036,270431.705238433,536344.18489274,1405793.82287618,1113496.49917861
DEUr114,424719.308095241,209689.514124838,340713.262584543,746212.298558137,519174.616637241
DEUr115,532531.765426919,212837.689353975,392104.180157864,991880.009755939,715432.355305303
DEUr116,405868.036803958,153198.631084862,291653.322251421,759988.905510226,553031.104349533
DJIr101,524113.40278729,148477.630704359,56457.5204539942,35536.7284027532,6660.7176516029
DJIr102,114702.435294417,16920.6451545188,6049.7128279747,4520.92027191862,581.286451170824
DMAt,25325.8832526761,11908.8956597475,10354.486299581,17464.80497845,6128.92980954528
DNKr101,305236.041070392,127654.716487533,220208.250090548,644703.747784968,480661.244566559
DNKr102,152948.257290324,79404.1939048561,119587.52834228,282557.139644707,189717.880817834
DNKr103,218087.27750296,84910.3289819291,150242.030882233,437533.610638279,318542.751994599
DNKr104,228083.615072962,94484.7281914814,160749.113658209,463866.85990344,341151.683173907
DNKr105,107096.976104083,43343.824456378,75488.5503997097,213322.884720524,144899.764319306
DOMr101,1289591.5769391,645394.819393498,605649.600943845,1007001.71643352,366392.286290036
DOMr102,302810.197447163,146503.4827761,126342.651193573,219306.166293987,74559.5022891784
DOMr103,532124.483138892,259268.060180464,237486.233233852,403411.417048397,146153.806398394
DOMr104,225190.737493325,107910.362168971,93864.9065239989,166172.915720469,56663.0780932365
DOMr105,154042.034683543,85277.5208164549,53104.9638769472,75619.6274033336,21836.8532197215
DOMr106,403006.042378592,193105.470648345,144743.591033736,242929.500328816,75845.3956105113
DOMr107,228230.344104654,123272.881864658,74849.5368963813,112780.338370155,28929.8987641505
DOMr108,200634.93871841,110178.136458238,66264.4385734992,98547.4119544058,25401.0742954465
DOMr109,275751.545173552,127636.114699423,107100.324291217,180126.788954635,60565.2268811726
DZAr101,4543651.46154811,2141423.18802363,2061492.63923258,3479376.85058583,1205703.86060985
DZAr102,1955497.25234301,867115.861477898,841234.782337366,1458286.35313287,514874.750708864
DZAr103,2383676.64712969,1047454.40830597,843088.286460739,1344297.86091429,451130.797189313
DZAr104,1102429.73669373,564815.764053169,376629.252558782,542305.350215209,168958.896479112
DZAr105,2049485.49664012,929101.09521668,806775.092638678,1346838.07321145,468657.242293072
DZAr106,891161.759595297,406806.631476314,303646.271753384,495885.735836633,157064.601338371
DZAr107,1509720.67688069,672723.622736217,556978.007172791,924296.183798843,315837.509411455
ECUr101,2437872.54527323,1244488.93381558,1205554.68701811,1851580.01819757,723220.815695507
ECUr102,2054274.10205829,1127403.94038876,1131738.08234055,1644107.93495338,766572.94025903
ECUr103,782857.586558092,352072.337319401,282050.059904402,460181.382925507,148044.633292597
EGYr101,3023191.54529698,1440572.29410166,1226717.8066134,2032055.59369834,687885.760289625
EGYr102,1473653.90652448,699433.085979457,598632.344627811,1001022.92435443,338177.738513819
EGYr103,128981.690478587,60931.7977143181,58097.0310817484,97601.9070164119,34326.5737089349
EGYr104,28388.6127830835,13713.0655729923,11844.6689355809,19744.39894596,6734.25376238329
EGYr105,619888.464233964,341548.954004376,235277.254716575,330024.146734547,102099.180310538
EGYr106,2529215.51416906,1502735.39648237,968873.25568144,1334246.7031482,402142.130518933
EGYr107,3059502.97198975,1897193.26649971,1149103.36107748,1554910.52783431,391959.872598752
EGYr108,1643071.63344958,1011199.73741796,610795.993315111,837933.884141366,210367.75167598
EGYr109,1390931.5139079,849228.465170637,517577.940475113,694623.55963221,189874.520814141
EGYr110,2185934.23953159,1298135.46152217,834777.5834354,1094144.27078794,339708.444722905
EGYr111,1653274.02673959,937734.2270874,618762.750446187,866291.775557585,263190.220169236
EGYr112,3017394.8563048,1881681.24457392,1099724.68596707,1436092.13667618,378351.076478021
EGYr113,271177.896578504,161041.278169914,103559.029861487,135734.980741814,42142.8146482815
EGYr114,3338414.03407218,2083392.70201849,1242779.62173649,1698992.49206005,434178.150112796
EGYr115,1242935.95204529,776902.517488827,439724.039713449,543501.428074842,147378.062677588
EGYr116,1185370.94158764,752516.296203774,428385.613548855,527175.587416261,144213.561243473
EGYr117,2049192.72990792,1257458.9991011,698108.099353609,872194.267204408,234193.904432961
EGYr118,2176181.4035944,1220256.89299906,679976.344702624,735587.787882651,207627.570821267
EGYr119,1916421.00139434,1157034.96640154,623046.933184114,762974.068110714,210720.030909293
EGYr120,1620957.15873316,1047846.63235213,601856.518179957,742996.462842413,203572.227892346
EGYr121,638327.570380575,398356.127828933,231269.744937468,304347.722596428,79646.834256595
EGYr122,309000.609778277,187802.39774964,114224.351825995,159318.275696184,41300.3649499036
ERIr101,80356.3767147853,11853.9918773625,4238.20995407119,3167.19319459371,407.228259187248
ERIr102,380438.622195549,170827.994636454,92319.2478838095,93721.9221983813,25685.2130858066
ERIr103,349968.326983346,34307.0950545765,14757.0748008549,10250.1648055615,1237.33835566109
ERIr104,370134.81641924,41819.9841247837,16598.6682174478,11888.0261165637,1428.505121965
ERIr105,511026.901901325,50095.5290728603,21548.4134853319,14967.3829335229,1806.77260696011
ERIr106,819544.21692885,95407.4795125325,38510.992709533,28335.5034093066,3383.80743977757
ESPr101,524566.371912515,258708.340804769,398206.262927276,998644.098140379,547010.926215061
ESPr102,201346.004177513,99038.4786865824,152213.051292317,381669.430221641,210513.035621946
ESPr103,112320.466947415,55394.785480509,85264.1644379677,213830.27472473,117126.308409378
ESPr104,390814.881548622,151358.010431843,278434.388846627,790138.778613294,553869.940559614
ESPr105,117192.546038347,46622.6608770186,84499.0217267604,234475.725163761,153986.046194113
ESPr106,57712.4104702843,26601.702652878,44563.8442053016,112678.135412265,71477.9072592713
ESPr107,247032.00447198,117933.247746772,191368.861750129,485534.334810521,280819.551220598
ESPr108,1093352.58826018,459034.222187364,821826.627077203,2343659.72287974,1688120.83959551
ESPr109,460608.023035656,219894.584958429,356820.296502547,905311.886818183,523607.208685186
ESPr110,376881.725557251,227590.809836944,315434.034478097,800403.591907954,335224.838219753
ESPr111,196325.796599033,118943.760186705,165663.131771242,431510.583216973,175969.728226047
ESPr112,1350955.8138186,656639.931261341,1077110.6408838,2654892.76182368,1662037.85221258
ESPr113,936061.872265417,480963.345562959,742594.8708413,1841800.0710421,933574.840288223
ESPr114,207864.900415363,124742.003705398,173383.002478224,436917.043881851,187637.049519164
ESPr115,1540978.32159234,930563.835733394,1289733.55846441,3272656.91068228,1370653.37352757
ESPr116,272881.756207668,160011.140309274,215695.182619521,561353.039193971,255152.881669565
ESPr117,15205.3811659364,9264.70437346342,12517.6765512158,33474.231304982,14101.0066044025
ESPr118,15963.2670158013,9969.63127162131,12661.9094909609,32641.5723354772,13526.6198861392
ESPr119,390733.242765185,235768.106385292,327224.476886395,824415.727140415,351248.446822713
ESTr101,105538.543566665,45031.8813406922,77973.5680347576,208940.600711029,139052.406346857
ESTr102,24416.3111414717,15452.3905327016,18779.4792299999,44920.7711909519,20216.0479048749
ESTr103,34788.7550699493,21500.9519462597,24012.2012326771,45382.2130278954,22152.8787232184
ESTr104,28941.7083580122,18510.6355726892,22813.6069611994,53250.4293042952,23429.619803804
ESTr105,62148.8547503532,36079.468473685,47533.9004649758,121719.073228099,52820.7030828866
ETHr101,4806180.47130152,1160261.14005324,397180.220245119,276746.202935176,43611.9654649378
ETHr102,687899.902770681,80659.9710725774,31664.0031062465,23838.8289325405,2863.29411795486
ETHr103,18907681.5505917,2711857.46755168,958139.911592327,739019.182328329,97128.8879359377
ETHr104,31489996.9424004,4658987.15584445,1686645.81263498,1282526.11783961,163932.971280609
ETHr105,2695430.18791195,321151.778182532,125393.344233285,94461.9461981583,11383.7434740734
ETHr106,825645.377592633,123691.624695055,44892.6439417174,34362.8853413994,4325.46842919462
ETHr107,16638350.6676383,3164632.76936362,1035034.85506853,743450.912033504,105693.79589601
ETHr108,176487.804412815,62353.5473311545,25146.2893364457,15254.722167798,3681.6367517871
ETHr109,144625.389870235,52805.7048967316,25527.130594818,15224.2897173443,3969.48492087063
ETHr110,1483197.56894787,787069.897043773,476365.940271396,714725.482754331,187202.110982629
ETHr111,294000.402740932,107560.215736724,48612.7563170344,29386.333010346,7536.29219496437
FINr101,249966.879745149,100207.654301029,168987.621485407,496795.59864448,362238.245823936
FINr102,273272.801431843,117813.256948681,189347.183938709,592109.838509377,439281.919171391
FINr103,212571.427474343,88210.8276950653,146367.541531065,421629.20343108,292315.999868447
FINr104,238674.376295006,106630.238196889,169607.974869273,465310.86924913,319236.541389702
FINr105,5251.64127817871,2105.29752682948,3550.3198239655,10437.3518416473,7610.38952937902
FJIr101,53731.1818255491,27992.6219742276,26707.9532206024,41058.198841653,15957.0441379678
FJIr102,31424.7481672221,17370.2716911264,17273.3438273369,25861.5816050669,12079.0547092478
FJIr103,10398.519170551,4671.71615495999,3714.28864687681,6002.61382731735,1940.86220029486
FJIr104,21092.3909185009,9918.19634312225,8623.62313732721,14545.3759794113,5104.41362163834
FJIr105,16676.9019882726,8862.80004723116,5380.63381158668,7875.76273873529,2055.90141417424
FJIr106,26807.4708647284,14246.6061270336,8649.15943256816,12659.9820700888,3304.78150558097
FJIr107,29808.8868309939,13607.4654339772,10156.8062743854,16587.1140918021,5253.72736884141
FJIr108,85234.4783613203,40079.4909812558,34848.1128827351,58777.9516776806,20626.9660970082
FJIr109,24034.5563892643,11510.7849948728,7979.15213643883,12416.1723815117,3968.33409791239
FJIr110,12893.324718045,6844.73968606328,4163.93111819964,6218.89639778576,1619.10807990629
FRAr101,2079436.84468277,896554.208975974,1542512.10147747,4333151.22759043,3247984.61727336
FRAr102,253747.451853949,155334.169054694,214319.690687107,484940.665731218,227411.022673032
FRAr103,363151.446509004,213770.224000444,297180.433134015,730367.875680016,327790.020676522
FRAr104,348120.057474866,217824.809170179,298037.701653698,679309.202822577,315824.228878679
FRAr105,483342.304700124,297457.868097944,411452.307189556,938932.536345225,447046.983667151
FRAr106,280004.11276104,173667.303884387,235450.923692139,538964.397272754,250326.262389679
FRAr107,309470.501525218,194305.363801214,264231.799469952,594827.547259527,276738.787944088
FRAr108,773187.996159304,473796.954700589,655847.088719487,1482505.25278797,690827.707632654
FRAr109,438101.885816478,274128.01309778,375074.277782231,854896.569211748,397458.254091763
FRAr110,366869.027309956,185911.747486998,283859.49036139,661859.274349168,383205.460492488
FRAr111,222738.866763479,139849.699166307,190178.680316049,428122.270598674,199180.48315549
FRAr112,728109.239904301,378780.33363314,562903.943790374,1302979.47547829,755294.007193896
FRAr113,642761.23424691,338359.347212852,506546.466867801,1154075.41671245,658444.53495999
FRAr114,345795.977120082,205549.631739034,281996.592193221,650523.059113722,320717.739833941
FRAr115,648512.714562805,335306.286066354,507518.601458756,1206133.98955078,684465.408361305
FRAr116,561729.660996236,297530.107404628,470441.876293279,1026925.67419684,651693.681109018
FRAr117,138008.725502113,86354.4735525266,118154.07493369,269305.359718231,125205.36629344
FRAr118,1195648.97885071,664066.912826191,1023733.32904996,2214570.89394191,1436395.88533123
FRAr119,261156.411923097,155237.792944129,212973.033420074,491296.253375384,242216.508337317
FRAr120,534378.669596737,307005.57410845,426121.14604204,1003802.55462258,511683.055630189
FRAr121,950325.107235643,502108.906534987,747187.58530484,1775081.04710206,1040251.35382247
FRAr122,61875.2672962246,37634.5314438096,51431.2900446553,122819.843573289,55107.0676420212
FRAr125,84880.9957703142,50851.9267749828,66957.5327790651,158714.434914459,70363.1097611789
FRAr126,71117.6336354174,43394.7822302233,59992.2023771547,142189.779097299,61989.6026599057
FRAr127,73533.0568531719,43572.3146496585,46459.8030921684,67491.0152925681,33553.8101124331
FRAr128,167678.007315465,102126.618445647,133540.688066784,310622.018573635,137853.66759847
FRAr129,73782.217169399,39618.4545187489,39533.466644437,58281.1013789748,25368.7602884403
FSMt,56353.5347283898,24086.7282798801,13218.7390520147,11851.1782916625,3384.81964805294
GABr101,86917.4095306787,48247.2274835415,27635.0967771272,39370.8541204391,10516.4120882135
GABr102,73908.9130438999,40690.9712798762,23593.2621231396,32598.6743367593,8824.17921632507
GABr103,28510.4661473708,14338.7933923782,8204.40441936643,9667.39536341773,2597.94067746689
GABr104,64993.5689189434,27055.8960400587,14485.7375601253,11127.4645386018,3619.33294227079
GABr105,26221.0875643938,11774.0301443681,6362.9477697879,6459.62472076215,1770.30980068808
GABr106,40874.502887847,15002.205954205,7815.75267432433,5105.58357754752,1357.9549060762
GABr107,35775.4354192618,15808.4731432158,8507.66651968971,8583.40550087834,2357.01941695445
GABr108,10684.9152391399,5124.56302073008,2957.74619080777,3362.64926379597,911.126285526309
GABr109,53011.5949558028,24365.867998223,13322.2542856123,14336.4007789364,3897.88198142544
GABr110,411342.181804491,189948.221836514,141508.001068098,230408.62787578,71862.9674151183
GBRr101,494988.329797861,263251.779485412,398561.115130586,895821.756293577,582855.019292563
GBRr102,1327616.43629835,616511.718392708,1008902.89740899,2519410.3754405,1710406.57245945
GBRr103,1005067.12868501,547915.325432388,834918.852009161,1823244.17657132,1196365.51730212
GBRr104,865772.449256103,450992.212984834,699029.788507429,1594921.94468449,1059713.60456714
GBRr105,1066641.52012466,560739.450704655,865105.499644817,1963383.37364954,1297928.15587632
GBRr106,1118033.38616545,501784.695018821,834379.984863252,2138781.42603648,1474602.50791599
GBRr107,1468952.65100931,650047.134818431,1108027.35553637,3098416.19622678,2312108.66240911
GBRr108,1542155.25924941,665348.279407923,1140284.78562627,3196759.20737185,2400969.46834455
GBRr109,1004845.17251786,416064.987710884,729001.133857586,1951239.3225032,1362269.38341047
GBRr110,611678.990462643,319762.904425606,469647.556831519,1081454.81428645,639170.73399378
GBRr111,990674.38255966,444624.68569082,739332.909511358,1895145.5250686,1306625.49716956
GBRr112,363271.540225515,189904.777847308,278920.142743983,642267.859769054,379598.679414139
GEOr102,102104.961757975,61697.6790390378,65073.7462288702,88062.989222764,44600.6237513526
GEOr103,37946.1027475464,18696.3683760659,17337.6874973769,24948.72741533,9420.11396368086
GEOr104,164012.700102868,95617.8558966701,96269.2919979792,129089.958686354,61696.1933161288
GEOr105,101381.685360028,48220.8207497207,44031.9504408316,65884.3923241456,24487.1511252736
GEOr106,139376.116288862,75278.3492013688,71746.8862776314,95417.2268626234,38509.4213695141
GEOr107,34894.9503260538,16448.6285020495,14002.6940774467,21701.3864041032,7620.34069034675
GEOr108,111234.064363778,54805.9719636607,50823.1756982471,73133.9492114405,27613.8387628741
GEOr109,51026.3796437535,26508.9912727223,24570.1884149661,34149.3864790619,13437.0541894962
GEOr110,87013.9118877205,46997.0309036685,44792.3030646178,59569.9348774179,24041.8192665753
GEOr111,256861.914523072,162709.115207737,193392.494999229,386702.384071006,180363.091198955
GHAr101,1449711.10889696,638270.548715925,312196.791650728,311849.301409027,89540.2493273593
GHAr102,1609967.32913233,610025.936013154,267040.797313566,171807.761156974,46747.1763839805
GHAr103,1883516.28819333,990993.754085103,551564.832805254,745880.540941909,213054.583974399
GHAr104,1315843.72678279,515855.282844877,245469.751080327,171772.663450566,51753.5758414392
GHAr105,1623076.75785668,669363.617084259,320943.826078169,240119.976558678,75810.8224222127
GHAr106,3088387.28616669,1266322.76183961,612630.191209284,480212.231359097,153036.529425319
GHAr107,1436593.42165768,542930.17785379,259727.253056953,177833.126215388,52753.0212161865
GHAr108,1953499.12005043,528881.702137024,191772.69349154,123451.649596406,22202.8347246027
GHAr109,486806.585720299,155919.570117294,60694.4927096396,37038.9470097338,7622.40444303387
GHAr110,705554.222846621,226535.699369024,90279.4404593579,54785.8005216428,11461.8368033542
GINr101,971854.867732376,150328.982275341,53540.610603375,39231.6861754926,5082.8532134151
GINr102,816198.509764146,430242.951274532,243550.216517006,325955.451561658,92918.8708826581
GINr103,903503.429007113,100530.097001047,40307.8327267372,29268.8724858204,3569.76877928276
GINr104,1366194.94638062,150293.501106551,60355.9141558019,43976.4834931819,5362.15486384979
GINr105,1368508.77720576,184344.838169464,68231.2493688639,51651.9550800312,6651.18017588602
GINr106,904645.830156696,100657.20852569,40358.7984596451,29305.8804179448,3574.28244002412
GINr107,745279.015132166,83623.6334483545,33615.5493066736,24593.5216566853,2946.28045612063
GINr108,1580794.71224555,221172.366168602,80674.5789266239,61113.1396483126,7831.20301091165
GMBr101,21422.60819005,7264.23780989484,3288.17299040281,2003.93905613113,467.041953521257
GMBr102,255267.549878397,87295.4320399892,38537.7883741514,23225.9765219376,5285.25318552522
GMBr103,538347.04739151,139198.467679929,50124.7984529956,33454.8032761435,5647.88319942237
GMBr104,83560.5979872613,9727.73143394254,3926.57469044287,2889.08342008019,345.012468273088
GMBr105,198114.261749754,22468.4943899377,8862.91230526687,6340.09322786993,770.238327171643
GMBr106,97439.9050128361,9551.9503499051,4108.73743706254,2853.9013619577,344.505838238593
GMBr107,131858.097434246,14035.22634491,5700.47290338871,4029.75002945583,494.453287999049
GMBr108,226984.500620536,23314.837883593,9702.69307031136,6791.74000325709,830.228422302269
GNBr101,97646.6034776807,11259.7921662193,4526.80486093101,3358.5101072573,400.28938791168
GNBr102,54265.2280035417,7421.52767573383,2742.35861474247,2079.60472521401,269.280980768034
GNBr103,241321.892098665,27827.2285303897,11187.4563507066,8300.15571305639,989.267307182301
GNBr104,94292.9215502304,18533.9310921667,6243.42844504864,4274.38347579279,622.335436761489
GNBr105,31056.8109674516,4146.66660216474,1542.17821365652,1164.76366211773,151.580554609408
GNBr106,164342.405171169,16110.3450826661,6929.8075827838,4813.3976924918,581.04447088882
GNBr107,170089.108114253,16673.6894453352,7172.12815482064,4981.71193042002,601.362355170978
GNBr108,140511.78872652,20727.9828973594,7410.9670693441,5538.17878815506,712.082518621806
GNBr109,326417.272494724,115850.226061037,52378.4557425394,31911.8240349649,7823.22166673551
GNQr101,99287.2955900814,50868.5749784563,33920.0755222952,48841.2366019648,15216.8173072023
