"GDLcode","X1","X2","X3","X4","X5","X6","X7","X8"
"MWIr107",96393.6534548052,256594.423712244,138905.720956711,86272.7400188675,64704.325407972,51044.3753781464,31429.5501580343,34566.6589132188
"MWIr108",126723.291726425,268177.811738165,145872.675424411,103768.617265994,65297.3436682012,38156.6093573744,30485.3585987374,35978.1647206917
"MWIr109",377417.344524347,732804.287266334,525618.584402699,379319.090073279,258333.113878664,128636.27727298,97088.2027871304,96522.1847945679
"MWIr110",88038.9979658979,235713.751594178,112357.630127115,69437.3850198325,57571.3123618695,32796.4401848083,21709.5805045469,28367.4593417516
"MWIr111",156103.396413765,378598.702708494,187906.250158074,136355.051546874,92777.9627024829,58296.0247436975,39584.5463182592,41308.663408353
"MWIr112",512557.987293027,1095582.10174718,655886.984667152,401765.806209842,298692.026040918,187731.451564609,138832.962275302,150877.708201972
"MWIr113",340617.240536061,773915.780543866,398860.395317817,259734.970528667,190544.580615362,118129.551853306,86491.1374854556,104961.570119467
"MDVr101",15917.9897148248,27724.2160972229,38305.9524921151,39739.5030772917,25363.1683596426,16234.8215429525,9510.19767960394,7574.15103634646
"MDVr102",7563.25669490445,13637.8142633881,8126.37712862902,10309.9411828416,6862.89529819214,6124.05121446047,4046.83010910356,4040.83410848068
"MDVr103",6890.46929616614,12901.8884942139,7611.63357921278,9563.10665839238,6358.16537593885,5767.62220221351,4754.81729276262,3543.29710109983
"MDVr104",4272.1116991222,6802.39688259308,4974.41585879149,6867.64669921927,3674.74148020622,3495.40687407544,2178.99610282769,1560.2844031646
"MDVr105",5864.76733224913,12182.1962987671,7634.30515473749,9808.90331196808,6332.92375756277,5631.01530643882,3813.29311576862,3216.59572250803
"MDVr106",6677.69668110067,14780.6927451406,10193.6238108124,10167.3365571538,7927.78502952974,7522.84301082231,4817.04375154037,6055.9784139001
"MLIr101",459664.720281218,810671.444783443,316868.086422924,276349.836538735,204447.715874106,162925.810592959,121046.577927514,98559.8155791015
"MLIr102",617416.954725829,1040983.71771366,416194.052673025,385842.724620651,277929.789909649,212976.290754033,143552.6604086,104854.771194555
"MLIr103",617943.328467886,1154786.66765117,424346.564864363,395168.091800727,277487.08948133,229920.636414735,145975.424851394,92575.5354683971
"MLIr104",535095.67243316,920458.085980261,365217.115806809,320111.716562397,254431.951470138,199771.897467952,135740.605452274,96919.6228270109
"MLIr105",469723.322325853,824843.360874427,286827.641146436,287386.157191476,202905.01913066,181937.026691228,114641.246444053,89438.4671958681
"MLIr108",359153.271996168,606990.906630983,408449.182639513,302733.343583963,208017.193208014,140408.016205851,84626.0174770465,67051.4272584623
"MMRr101",176977.814836336,372155.028162865,273758.600747452,252430.065555627,217096.869462041,209154.539345918,114900.625959258,97878.1089305028
"MMRr102",34169.2887624258,70454.6065043565,43565.9188936386,41256.1861967637,34404.8248658984,30270.7569274478,22414.903818592,15977.6889308773
"MMRr103",190583.845720077,391469.652492258,173435.415948682,156711.315254658,183891.162456775,168920.024504547,137277.899399653,115024.267223349
"MMRr104",69135.9670756267,139917.346878209,92033.2932292714,64111.9716152303,55636.4434152319,56614.8964347609,43100.4569692896,30635.7716823795
"MMRr105",486588.509444785,1176971.13052163,791908.017132601,799387.94384673,791529.284911574,724190.674814543,453230.683467384,386688.859860754
"MMRr106",151745.179597086,344879.578810737,189015.242599461,187698.518272582,138868.157761275,141284.812839441,97476.8857197778,99270.6613996403
"MMRr107",418527.253835605,939714.667315414,712525.930495721,762530.056479141,660616.070963663,611322.624701197,496433.835213605,368434.694995653
"MMRr108",315975.651060044,769960.253067042,515411.09324519,567206.6964372,597595.827724768,519594.905066871,319005.366356519,362474.962042365
"MMRr109",538193.560670812,1280263.11750363,1041107.4520523,1148867.82654866,1056805.13329579,863923.643299552,687572.470678169,597866.055951103
