"GDLCODE,""X1est"",""X2est"",""X3est"",""X4est"",""X5est"",""X6est"""
POLr101,299869.40212956,623529.262986241,1124087.32877045,354152.019230391,62179.0407146305,3970.94616872663
POLr102,762211.047296433,1550444.57781466,2159939.68696728,688926.068216641,109108.591072034,5150.02863295898
POLr103,431835.087912422,888924.957664174,1492732.89292117,445574.619047033,67432.0419444472,3166.40051075833
POLr104,592849.833704903,1200362.53195885,2026402.51796189,606020.862002049,92217.5452144477,4312.70915786523
POLr105,249597.768923068,524845.026564746,966420.111403751,315265.246084271,57177.7298469469,3798.11717721722
POLr106,252809.411591721,526746.130247857,959437.297008783,304869.035007747,53967.4022754179,3568.72386847528
POLr107,143545.141168853,303031.176126703,569407.74966072,190947.023153545,35208.4239720668,2418.48591811208
POLr108,140176.837115671,292869.096504015,538537.860334583,171752.611466897,30449.8186039664,2019.77597486684
POLr109,445056.403313743,916140.803625648,1538435.27547337,459216.591962488,69496.5807456191,3263.34487913289
POLr110,203669.249719682,424359.158406587,772945.410554717,245609.715365616,43477.4174804282,2875.04847296946
POLr111,118731.374704042,249663.976482974,459717.203658049,149968.792691937,27198.922876898,1806.72958610071
POLr112,372307.588832138,770092.639507511,1280161.15358275,385914.461353516,58223.6122195541,3228.54450453148
POLr113,118709.855617637,247340.305391225,450515.913489902,143155.110010324,25341.0760771835,1675.73941372913
POLr114,243134.247016049,511253.769953647,941393.935935942,307101.21547863,55697.0695387481,3699.76207698418
POLr115,147330.439793953,316367.279897488,657396.585616552,247048.740077904,52893.1185590856,3609.83605501687
POLr116,296315.125374333,606609.521362965,1019826.15327926,305187.857396946,46532.3382307453,2165.00435575544
PRTr101,373053.823423998,792833.389156483,1666202.53252497,634335.6329124,137011.026759093,9345.59522305568
PRTr102,45609.5886086004,96931.8699985301,203710.047385573,77553.9223572788,16750.9784726742,1142.59317734324
PRTr103,256333.239029201,534965.692392715,1033091.26740304,360814.438294893,70433.9276242451,4536.43525590804
PRTr104,382128.479554654,790379.936000555,1202976.16030746,372410.511368195,60356.4990222673,2671.41374687211
PRTr105,71810.0763026716,151658.158986085,336066.916341618,136177.678678793,31042.8660681383,2122.30362269379
PRTr106,16301.5192156143,39434.8461854347,112665.878396919,59465.9264374053,16850.1802371563,1340.64952747067
PRTr107,18613.7822669249,43792.025021071,118469.800244487,59458.0270480479,15951.0020363625,1274.36338310701
PRYr101,32629.7340974664,90902.0656459119,422672.932724491,399106.548588938,223156.058622078,33232.6603211144
PRYr102,42887.825530085,119906.697094156,554676.335180885,518460.01883669,281023.197857548,37443.9255006354
PRYr103,19629.7003233625,54446.3688304505,249603.59421136,231369.709701077,123383.087774908,16528.5391588419
PRYr104,24811.354752223,72131.4000856446,326038.710300454,293160.325470367,149235.74067364,19276.4687176718
PRYr105,87276.4852831235,273023.188422314,1007160.06348343,707027.402636759,253881.00246016,24665.8577142105
PSEr101,26329.838063873,77827.1173277138,346588.736751201,306764.27816821,148561.20595235,17036.8237366516
PSEr102,11569.0701871723,34563.2132384716,153139.921219273,132323.866120919,61902.3741384826,6779.55509568144
PSEr103,11063.735888451,32865.5369720428,146948.304518854,128824.476803452,61024.0167960518,6784.92902114905
PSEr104,21967.3393815626,61282.8128412481,286267.70890938,270132.286559008,151892.520166321,22764.3321424801
PSEr105,23724.055318651,65761.0805175987,325127.182110031,323169.981515256,191473.250610461,28910.4499280024
PSEr106,21483.4770491159,60052.939012451,280385.715457375,261912.345624925,143564.386250534,19408.1366055994
QATt,263066.039154022,560063.92333073,1183217.23797764,454488.41909287,98188.2853349696,6686.0951097696
ROUr101,121402.500451332,379548.338885321,1425675.06769336,971906.562412707,335393.979138321,30070.5514189587
ROUr102,122162.926007552,343601.9191331,1111636.38584923,671637.283337602,213593.511854516,18326.9738180027
ROUr103,130910.777922559,387375.694595389,1353399.84924815,866368.701975128,283921.648407024,24393.3278517518
ROUr104,103276.841216863,282001.891703366,898352.649102745,536533.744529635,169510.932346963,14742.9411004285
ROUr105,136543.172365726,317703.014646463,845046.439279528,398117.671375729,101533.797284581,8050.90504797294
ROUr106,181916.601320859,430448.048566076,1189188.72058855,605464.140513266,162067.008501967,11941.480509285
ROUr107,166472.154587911,393683.697463943,1083362.63285882,546656.370046991,145165.247213358,10764.8978289798
ROUr108,339797.568722313,670861.435635939,921325.88580321,301221.150207903,50160.5326955661,2358.42693506875
RUSr101,3731615.16465649,7962283.19009467,17506991.4651009,7156504.71020625,1675905.28895789,116002.180983844
RUSr102,1231747.14797235,2836450.1773712,7479116.30039144,3488643.75839188,907381.112139782,76279.503733347
RUSr103,649880.913541522,1834872.61198746,6021791.86735539,3672854.2383066,1195988.80319613,106176.565612895
RUSr104,284272.830157027,822166.703333411,2787467.98598647,1733028.38465327,568415.387960159,49194.7079096649
RUSr105,921170.986503377,2600832.52004065,8535563.7308086,5206071.89946014,1695249.33373318,150499.529454056
RUSr106,1037822.54065436,2267105.39759478,5553680.0928377,2464514.1035944,620489.851868988,48151.0134497785
RUSr107,1275007.51161563,3769860.9295483,13169841.4048786,8404584.52691413,2808007.77235475,248060.854688565
RUSr108,560962.743555228,1413527.1913542,4262245.26303175,2383139.77956107,739390.665404395,66059.3570933585
RWAr101,27247.3995561033,70306.1092493694,358757.402986947,417695.498318019,323725.232267858,70715.3576217033
RWAr102,50193.5674765031,124957.387803198,626643.152388932,809309.993006262,884993.111065051,261243.788260054
RWAr103,48419.5084168827,119868.083034311,606669.73764425,782317.669371369,822189.486079771,223143.515453415
RWAr104,34641.5532340846,85759.1643382508,434039.557592527,559706.202635546,588232.342330144,159647.179869447
RWAr105,53067.4094924395,128416.585648731,634136.649044289,825051.220877931,939130.019891243,298847.115045367
SAUr101,1236099.81733743,2594176.46828211,4352941.26849039,1379316.25858732,233119.094194117,8912.09310863698
SAUr102,1044741.3094015,2169212.86207305,3995007.21856462,1356040.46089011,252917.962407526,15133.1866631935
SAUr103,634494.524954951,1348460.76634235,2833897.7326379,1078885.83575595,233030.037165164,15895.1031436943
SAUr104,698787.879051472,1455022.54206567,2805697.08609496,996258.391495772,198649.013558656,12768.0877334654
SAUr105,97201.2985054692,203784.067613916,355628.414161165,114131.727010221,19165.496005975,809.996703254355
SDNr101,18558.6766538786,47792.2041817966,243416.574823896,282652.272867879,218019.469316738,47759.802155812
SDNr102,29914.5836993929,76836.0234779004,400464.451414013,474244.010045759,393023.242722176,87490.6886407586
SDNr103,18275.0694585322,45004.2310434143,227430.432285329,293047.132694696,310167.333611529,85651.8009064993
SDNr104,25063.5311232307,63638.9616772514,306249.957755187,416285.91327257,575389.024728231,227455.61144353
SDNr105,30486.0160349821,77421.2628040517,372390.059604903,506958.664998862,703779.188705634,278231.807851566
SDNr106,117686.929503622,303066.747121236,1543587.93008692,1792394.93911268,1382536.17940661,302861.274768926
SDNr107,121257.849814269,299998.113216704,1535383.30746635,1950774.68103134,1956717.60870714,537737.43976419
SDNr108,34991.8626453266,86947.6334614639,427565.392772468,556277.070124499,651402.733968043,216751.3070282
SDNr109,26350.3564998573,65376.9608991172,322851.675829366,418895.276332777,487776.43118609,159395.299252792
SDNr110,23346.2691672901,61885.8894297368,298265.083876917,408557.822124083,579180.469819849,239346.465582123
SDNr111,40522.9784629085,101812.066137928,491938.524772918,661701.814286064,881060.769525019,325201.846815162
SDNr112,50437.2615586918,131715.912961592,636007.768588064,873197.204977546,1237281.93576847,505322.916145634
SDNr113,49544.8804849791,124479.168118147,601462.092381493,809020.919711137,1077217.22790136,397603.711402887
SDNr114,17747.1737147326,45943.079816709,221500.938360777,303451.052479266,426628.524894609,174381.230733906
SDNr115,72742.7392443875,188941.699416331,912329.056660731,1253437.74491543,1777677.21396203,719984.545801086
SENr101,64283.0013303328,171614.093628409,895251.783182661,1050072.94928962,817474.575332831,158851.597236145
SENr102,12289.1264614012,31442.4956373339,163718.378992583,200549.596722936,182496.426961067,36668.975224679
SENr103,25779.6278804871,67765.5656685345,324936.41514365,441177.982507842,611104.027354072,205905.381445414
SENr104,26092.5080696503,65449.4384184782,318717.003988793,411679.86379189,495167.740090757,137386.445640432
SENr105,12402.2798290693,32601.2272982606,156323.138795828,212245.607999176,293995.056369806,99058.6897078604
SENr106,28848.5334726964,74541.4458243297,358427.059744777,484304.754683329,662025.326248762,215617.880026105
SENr107,39268.7578186926,97098.0869368617,494641.152481775,620641.488689151,603259.123795176,131843.390278343
SENr108,15152.6189097142,39830.9004511943,190989.477869351,259313.356705115,359191.625403432,121026.020661193
SENr109,13774.6384452318,34570.5241444223,170174.638945014,221100.893577182,258082.467537638,69852.8373505119
SENr110,20470.5870290797,53115.5680337338,256182.562296248,345089.001709361,464671.792333,152413.488598577
SGPt,842329.240531866,1617637.34501655,2217414.5680408,722947.729709077,128893.967422936,5779.14927877161
SLBt,11670.2026747987,29149.4225304569,150188.399993424,187106.726952093,179382.399269303,45620.8485799257
SLEr101,9463.19483277553,24417.6761860308,116162.696903579,154531.489656514,204780.9061033,85766.0363178001
SLEr102,5134.29791287625,13474.3470593934,63735.3214463732,85135.7523478759,114162.316857382,49101.9643760994
SLEr103,5684.82261228802,14919.1328880534,70569.3363938074,94264.4268552443,126403.362515142,54366.9187354649
SLEr104,11549.5420813532,29950.1604653489,142053.724142119,190089.132218986,254172.730523296,108543.710568897
SLEr105,8898.94365019986,23354.2067950641,110468.275059815,147560.245941533,197870.096735578,85105.2318178096
SLEr106,7191.34531216712,18872.8204331639,89270.7655224617,119245.241303448,159901.24766612,68774.5797626391
SLEr107,11474.9928825077,29756.8402062201,141136.805423332,188862.157814603,252532.113666331,107843.090007006
SLEr108,6936.74471451733,18204.6518008648,86110.2455824417,115023.512491262,154240.143734445,66339.7016764685
SLEr109,10093.3574478927,25382.6179623137,120871.699318061,159996.796404232,209146.537865147,82933.991002354
SLEr110,3679.34421399664,9655.99615207926,45674.05128612,61010.0432660573,81811.080524221,35187.4845575258
SLEr111,5591.52649669291,14674.288459048,69411.1920831239,92717.4120292437,124328.901529265,53474.6794026263
SLEr112,4515.95112876649,11851.570330513,56059.3876148498,74882.4675618391,100413.231258308,43188.3921057236
SLEr113,6367.48236846424,15841.5388767427,76119.0640080285,99831.0428551402,125874.120229515,47077.7516621091
SLEr114,20192.7649311302,49973.9723869268,254545.246574482,324267.215532787,325361.206995616,86466.5935790576
SLVr101,31219.9880336482,80717.4043859509,405740.701944216,443471.646123668,309172.614569429,60989.6449430879
SLVr102,81557.5442748176,230669.336860002,1062958.02506711,974217.329779296,513657.233543664,67180.5304751129
SLVr103,17980.1672387828,47778.4970503551,243580.073139216,269064.404160553,192033.780642395,38293.0777686972
SLVr104,26960.748876142,70914.8189690657,366792.346010175,414326.445430524,310530.152080262,65253.4886338318
SOMr101,22297.5930130346,58229.7240134709,281169.951318681,386028.013714662,546984.673504558,223396.044435594
SOMr102,7814.34631009634,20780.3255562322,99543.6910496147,136609.771169725,194903.731918347,80784.1339959843
SOMr103,7257.9210323114,19239.1724466492,92725.0692589215,127013.031027001,180056.439994237,74408.3662408801
SOMr104,4207.42129012643,11188.5985969275,53596.5810062432,73553.7992366907,104940.589865953,43496.0100040588
SOMr105,9412.33441008711,25029.7805502973,119899.793455893,164545.670093175,234760.404746745,97304.0167438031
SOMr106,8478.68055359118,22546.9585297593,108006.367268953,148223.608768244,211473.412626125,87651.9722533274
SOMr107,4241.32843564814,11278.7662827023,54028.5099589986,74146.5612166347,105786.294540232,43846.5395657841
SOMr108,8069.91816126484,21391.6004932719,103098.906296423,141222.915107367,200200.681254787,82732.9786868865
SOMr109,8013.85624353288,21310.8729883516,102085.164691457,140097.587715255,199879.865434637,82846.6529267672
SOMr110,15447.1556427832,41077.8983214614,196774.858431065,270045.927559836,385279.607894021,159691.552150834
SOMr111,9230.78297334053,24546.9893082556,117587.085596277,161371.802536596,230232.188162419,95427.1514231109
SOMr112,5693.68209227227,15140.9424148811,72529.4360701154,99536.490561408,142010.584648231,58860.8642130923
SOMr113,8273.19891392843,22000.5308186527,105388.82255782,144631.395336694,206348.3341075,85527.7182654048
SOMr114,14435.6960933012,38388.1712616254,183890.298045927,252363.67339308,360052.003043211,149235.158162855
SOMr115,21617.6488355776,57486.8021888407,275378.191791613,377917.991277164,539182.711663368,223481.654243437
SOMr116,26077.0208256696,68099.6251427058,328828.078968147,451459.516147977,639698.227246422,261261.531669079
SOMr117,9583.90890422814,25486.0405756292,122085.409214271,167545.12154478,239039.778591091,99077.7411700004
SOMr118,10136.5158498781,26955.5623730447,129124.838091204,177205.751544567,252822.781252749,104790.550888558
SRBr101,118702.295967544,277067.824471077,750254.842480267,357959.359991082,93140.1353823255,7567.54170770438
SRBr102,89031.5865583886,256102.275167241,846048.929758508,516185.613205957,167000.34624217,13996.2490677355
SRBr103,85904.2825641503,252832.678341575,872936.103501752,546622.547387933,177842.434360032,15375.953844557
SRBr104,72322.3248064291,212507.107182098,735385.561006063,464709.880766756,152685.740957819,13272.3852808356
SSDr101,21448.8518727401,53580.4032212623,259075.987937973,345238.442260405,448955.204327159,165831.110380461
SSDr102,22610.5859742223,60127.2734680893,288026.802927933,395276.438153383,563948.33455778,233746.564918593
SSDr103,10980.6953283406,29200.4493660458,139878.487578931,191963.629017944,273878.122829899,113517.615878839
SSDr104,20991.4438640404,55821.5646043917,267401.228428742,366970.726531998,523564.042992295,217007.993578533
SSDr105,14414.1950590194,38330.9945670637,183616.405358188,251987.794048016,359515.728906472,149012.882061241
SSDr106,6299.72395697149,16050.2525822024,77818.8312735977,105702.521008842,144073.32122479,55107.3499535962
SSDr107,12271.3502180694,32632.6275323316,156319.60069275,214526.753577338,306069.357341966,126860.310637544
SSDr108,14438.3624063912,35652.0494961154,171240.817305884,225379.244157268,285170.327673984,101476.198960357
SSDr109,25661.9645456103,62544.2140951446,311464.714107632,404930.789959331,454951.207434662,144198.109857619
SSDr110,16797.310906637,44526.0233245958,214597.514942311,293951.582258456,416712.167280531,172206.401287469
STPr101,2812.90450962609,7321.62241546479,37453.7224203236,42918.1289244499,32870.1477090495,7044.47402108614
STPr102,475.832130892737,1208.40007593394,6295.46298464431,7730.4383901762,7112.78963761978,1649.07678073304
STPr103,734.542291696399,1830.97430763747,9416.9247360051,11636.8149711417,10962.5106325514,2622.23306096792
STPr104,154.904481813424,389.451607214305,2020.46356748679,2373.0994650161,1947.8291670554,451.251711413972
SURr101,8863.68718037984,26998.8882896884,98786.5179437245,68347.130362762,24205.1854891462,2268.59073429907
SURr102,5655.39562455249,17716.7786644316,68910.2933330993,50056.4343823246,19256.088985708,1955.00900988405
SURr103,1993.69867067566,6259.87971109112,24810.8299548564,18314.9774660935,7131.31854649625,725.295650787101
SURr104,1538.64580206806,4581.53235047335,20274.934658259,17524.8421922651,8148.62535994726,895.419636987294
SURr105,1071.6722678536,2763.62040779993,14229.4531675364,17169.2788629464,15172.0614859068,3513.9138079569
SVKr101,96775.9797918191,184590.247909904,251130.067096707,81572.9679268818,14513.0932662488,646.644008439715
SVKr102,197871.639951477,418447.129684028,842556.890106822,308532.586061376,61821.0842179114,4264.66997838516
SVKr103,126787.368090492,269747.44548039,620349.132803294,262249.43764793,61211.1584421544,4287.4575357411
SVKr104,119469.740025573,278230.719721907,745969.273633543,368167.617416539,96718.3582485801,7889.29095385726
SVNr101,13697.2954162114,28551.1319359169,52786.5014356044,18057.4906135136,3405.71436485521,208.866233898446
SVNr102,40277.9611107324,83894.1907302264,144581.96313353,46514.1909966298,7870.32926040509,320.364768476618
SVNr103,8734.15805032644,18084.9875881046,32241.6094177912,10424.7348431609,1748.06401118564,92.4460894312373
SVNr104,31768.7515295216,66647.7536157267,112901.626568845,36202.8015015215,6281.61864023544,253.448144149843
SVNr105,6541.12671373015,13619.994141719,26263.220514646,9325.65170883682,1859.48899258019,119.517928487808
SVNr106,9262.79221323,19179.579902518,34193.0300478084,11055.6910206827,1853.8654347379,98.0413810230081
SVNr107,17888.4090786773,37543.0412009697,63382.998204947,20053.5993004497,3409.69903100174,140.253183954557
SVNr108,65372.1108752363,135768.305944775,241765.484364688,78013.6905164417,13075.3957274849,693.012571373824
SVNr109,31032.2502291879,59595.3748903886,81691.7666230362,26634.116176223,4748.58245165007,212.909629514265
SVNr110,7210.98157171832,14909.6563155134,22303.5043391289,6955.47235080546,1124.97988434742,50.4055384865743
SVNr111,15435.6202204663,32428.1377986346,51628.1611235262,16015.5114060593,2606.88887762238,111.68057369124
SVNr112,15914.1579912799,32521.0364728027,47409.1122996137,14566.5036699064,2300.26916292835,97.9204034690454
SWEr101,328109.393206467,643035.498466956,896928.979307267,292851.249610333,51809.1273498996,2312.75205907698
SWEr102,238822.235316805,470857.23339552,664212.338321451,216348.526535261,37995.8696054841,1791.79682547857
SWEr103,121609.563108989,239763.028614058,338220.485072178,110165.830063208,19347.7005880109,912.392553555459
SWEr104,214937.162329104,421238.246082142,587558.215688545,191840.337031035,33939.0064591271,1515.03241004744
SWEr105,289298.504717859,566973.12554515,790834.453155769,258210.921025701,45680.8106789905,2039.18487653018
SWEr106,120010.529447492,242507.395522636,342515.851491532,111587.940085839,18478.7396905475,918.543761953613
SWEr107,53645.5189941717,107757.58024148,151729.338281851,49268.8027514365,8199.95517097034,407.804560090058
SWEr108,75163.0991109594,148190.091487387,209043.59156404,68090.0826546095,11958.2136444526,563.921538551446
SWZr101,5580.20152102369,14644.8768258187,76383.186989774,89800.6034564302,72506.5124042546,17095.6188026987
SWZr102,8143.09934225825,20999.3635181773,108122.468225603,130460.727229537,115284.875434947,26700.4662494776
SWZr103,3747.61213457314,9245.09448567065,47190.7188878311,60295.2919882193,60782.711084294,16263.5714194118
SWZr104,4337.90743924872,10920.5142116424,56403.0618068184,69687.8619420706,64456.2005782172,14992.4540220026
TCDr101,21573.3064116543,53219.8234454658,271655.604100924,347092.698639203,349898.549707275,93622.0176954779
TCDr102,23551.8020640265,62630.2053818726,300016.561243781,411730.701830344,587423.942262472,243476.787217504
TCDr103,26010.4243681103,69168.3046509906,331335.923009102,454712.138411894,648746.366868161,268893.842691742
TCDr104,20421.8905752982,54306.9781896081,260145.927171157,357013.841930722,509358.368314324,211119.993818891
TCDr105,22084.7866395734,58729.039896442,281328.865001281,386084.45664435,550833.961519199,228310.890299156
TCDr106,25762.2728390063,66914.8242366279,323106.750182774,443912.416643172,629574.936020957,254986.800077462
TCDr107,44427.4639576899,117767.558594817,567592.242204804,777477.025857356,1102168.37060934,455471.33877599
TCDr108,26383.9305001233,69159.0475050934,333501.84522323,456980.709182935,646545.063411711,264744.404176907
TGOr101,24966.0367308789,64414.4550321269,332947.672018986,401167.00526096,354570.264763235,79733.5661938125
TGOr102,33601.9445519916,82966.9391625667,416399.905819302,536811.024402545,584835.086956002,164787.099107592
TGOr103,29867.5495763614,74103.7409525824,356824.283938489,468601.909131499,587482.810266002,208787.706135065
TGOr104,12676.0340298205,31459.2431328406,154629.110840909,201420.810735821,239239.264628025,79489.5366325839
TGOr105,14234.7310665233,35764.0883215687,172805.970020548,232439.660900399,309495.095947409,114235.453743552
TGOr106,13484.5590825035,35551.719125087,171371.393279451,234482.006244124,331266.631921527,136269.690347308
THAr101,555075.403254085,1369283.72209967,3948557.42131012,2137288.15926572,631668.585483023,53012.7085873813
THAr102,705661.025086497,2208285.98884106,8198576.59402144,5792627.10530575,2127827.42951614,210918.857229112
THAr103,351643.397546272,1072717.17531895,4519010.9671463,3622227.89814565,1537930.47012392,166362.091718903
THAr104,638074.510524201,1946498.90016057,8199971.13847683,6572713.46268418,2790651.66242869,301872.325725533
THAr105,302421.988896853,959183.440354021,3801255.29982403,2798452.54662228,1083788.36664403,110264.357658786
TJKr101,21820.90138468,66475.2498120611,284655.571222432,231645.527078295,102396.178259967,11653.5722425652
TJKr102,67419.6766119813,177637.152840982,916220.634840635,1017676.94448131,743561.315636924,159188.275588165
TJKr103,62282.2201746481,168126.306080829,823015.437613837,834661.633099163,520488.611833567,91752.7911979567
TJKr104,46454.5822191614,122891.173578916,619012.162909752,660592.260920795,437421.436283769,83063.3840876067
TJKr105,4571.57640574646,12571.2238402579,61967.0537428979,62111.3970303079,37085.7949248942,5682.95405589559
TKMr101,21002.7350217504,64070.5747462238,269908.636322024,216346.142893623,91856.5409482439,9936.37006813551
TKMr102,18955.4598464368,51220.8344998849,251327.957474583,248600.62307701,146785.236565261,22179.8885368242
TKMr103,10388.3649360564,30906.631432056,140036.174794913,124270.545711949,61803.0967325018,7640.18639252431
TKMr104,33725.8787563148,91132.9858592226,447167.00573494,442314.485671295,261162.806480138,39462.8374980902
TKMr105,30205.6392839138,83330.734330747,386620.88737362,358770.546375197,195111.155929329,26350.036707193
TKMr106,35460.1262347625,95819.2136687849,470161.165731309,465059.120051288,274592.284237413,41492.0900764427
TLSr101,967.88872249485,2466.37816097565,12783.9470898161,15136.778532275,12656.6222749004,2875.38521953802
TLSr102,1178.81879892644,2912.27381298538,14903.5756785163,18849.4169386998,18681.6157622485,5153.29900862357
TLSr103,2747.4674295148,7175.22577406534,37196.7061572409,44273.0703008524,38330.8753879808,8959.65495034575
TLSr104,1906.89731965088,4954.09976467568,25624.4211683985,30879.1213696713,27219.1623525941,6328.29802500954
TLSr105,1492.54192457718,3713.99075095866,19309.0305695919,22722.4632734504,18794.1089078092,4282.86457361262
TLSr106,7018.61566006777,20846.340616064,92452.8006906752,80365.6072254935,37906.751414181,4144.88439351849
TLSr107,2265.75587454638,5569.73413069037,28275.4583259605,35970.5954414511,36140.108026555,9922.34820079668
TLSr108,1357.89600834588,3563.70996810314,18587.2184592939,21852.2360744722,17643.8616780917,4160.07781169323
TLSr109,1644.35663810643,4097.00481665743,21213.8289936142,25240.6949911165,21693.9097304235,5033.20483008202
TLSr110,1144.18496797646,2869.01975066986,14944.7923362303,17634.8984904391,14578.3703083066,3309.73414637773
TLSr111,1313.29978420919,3293.97756009045,17169.4662934189,20069.7517703921,16409.4797929608,3752.02479892862
TLSr112,1508.28567058377,3707.70314342163,18822.6229936502,23945.1806243551,24058.0230563082,6605.18451168114
TLSr113,1535.97398233066,4099.01669175237,21391.9268731289,25467.1659911794,22085.0278456743,5112.88861593433
TONt,2830.14807687019,9523.22929115185,40945.9209683433,32154.692709096,13841.9408151587,1485.06813937987
TTOr101,19421.846535918,49281.7032557687,145079.621324454,81098.5376685101,24802.1024625587,2069.18875279027
TTOr102,4010.77200829569,12323.9338171097,45205.5269083893,30698.0131793379,10638.1180470178,953.63603984968
TTOr103,33450.003737122,82515.8984759554,237948.321479857,128797.450752865,38065.6689544533,3194.65659974695
TTOr104,17915.6531878556,50555.8388567135,163035.523878745,98443.7329394085,31452.346967044,2733.90417023325
TTOr105,2703.11909004351,7698.97816094628,25334.5797643271,15504.2876119874,4950.69724359145,430.338129104211
TUNr101,113905.768161622,341953.258620329,1199315.29433928,773288.070311683,258608.194492623,23096.4140744645
TUNr102,46667.7652107302,142223.325937265,624902.338050697,522769.952844665,235148.015592939,25922.6023637042
TUNr103,32906.5109576158,91800.0818053826,428821.685522119,404651.236695533,227531.09934779,34100.3856715597
TUNr104,35919.7610306584,96962.7723683635,474654.207263876,481370.868255989,300179.192453563,52916.1986275504
TUNr105,80853.9964633908,242908.971638566,1021936.1471217,817757.141273647,345759.85618791,37242.8873147884
TUNr106,18708.5140030673,56993.6649289604,244054.20502037,198605.1589113,87791.0724706412,9991.38466566075
TUNr107,30599.8312454027,93255.1570273084,409745.484980118,342777.766729996,154185.43318592,16997.3268312544
TURr101,1266037.09123616,2775081.39069698,6786708.14958014,2979764.92429615,712199.829086201,55145.6151043705
TURr102,204200.929767834,518146.902600617,1525364.4142451,852668.502147583,260768.839548045,21755.4116908248
TURr103,561673.259446659,1486442.70307852,4550388.24753295,2622879.00356606,827512.19240416,72019.5939716495
TURr104,675196.625021351,1452402.29095082,3446869.79348466,1491681.27028772,353936.291138505,25137.7291169416
TURr105,576045.294982679,1327073.58135282,3533251.36432624,1690501.70257837,437500.838338382,37000.2184215048
TURr106,420836.839532406,1263382.27596513,4430996.48260543,2856994.09968709,955455.171445173,85332.1307647724
TURr107,177100.370496051,511481.989997398,1739309.88404789,1090650.93281905,356065.120492697,31149.7021469082
TURr108,185501.109499421,560157.743899577,1991474.58554987,1299436.85634184,440407.059776845,38940.6449324412
TURr109,134535.451444708,368132.044901974,1156759.93473407,682502.138254812,218842.090790679,19289.3398737551
TURr110,80954.6360988262,249416.601642915,937564.279416005,668558.25153478,248044.603305625,25053.6280018482
TURr111,121270.322887581,370640.362741053,1542851.42820574,1223927.25555939,514437.216296583,55395.4143096514
TURr112,259510.061509576,779465.906211681,3293808.56241686,2698986.60751088,1181324.79257958,138101.069771421
TZAr201,37748.9495496672,97500.807134704,490180.400830209,656468.646276206,862878.59848807,321240.597721145
TZAr202,62524.75717337,154825.540083923,808401.047788316,1035209.04630368,1053625.19498701,293564.413663705
TZAr203,28793.1169444176,72863.3927138827,384927.506104658,452303.107475469,370370.440582035,84377.4361795372
TZAr204,44258.4616541475,109594.031847044,572230.719353364,732777.893927942,745813.856755563,207801.03646194
TZAr205,43488.5950252207,110740.869590313,576765.209020185,751259.625736742,811350.25050271,246548.450124829
TZAr206,18872.4980847612,47821.9985113703,245251.53804451,322117.646931887,382243.659694645,127121.658732827
TZAr207,88294.0481575349,235486.125678334,1235167.45913413,1450764.20582461,1129788.8775276,258146.283677787
TZAr208,17503.2080468094,45150.1969791597,228937.566483359,305267.010367926,384105.600793563,141357.417329182
TZAr209,25126.7099019993,64394.4797243065,324884.983027404,431936.674473657,550674.7483926,201003.404480033
TZAr210,24856.139343376,62999.8613930196,334162.259956584,434676.584186297,458292.270468829,139911.884651894
TZAr211,32711.5326547121,80910.042828809,424020.924663166,537741.747108967,538512.457940037,151442.29480431
TZAr212,53368.9466863657,134997.655362379,702433.176568363,914078.215206653,1002316.821444,307504.18473224
TZAr213,29260.6969722863,73214.1825311319,379176.394877573,495002.098565063,536933.286460608,164232.340593338
TZAr214,45528.996780128,117799.742854844,588179.931593345,796601.578125884,1081860.96428657,425007.78635923
TZAr215,25411.5396717228,65748.7107245282,328286.558519542,444614.949520221,603829.531891987,237213.709671999
TZAr216,36782.7375440169,93261.5076902231,475356.093555041,625017.179683041,750771.172477658,259850.30905002
TZAr217,64986.6998335476,167635.686593182,850009.716726697,1133409.11670653,1426124.5890696,524838.191070445
TZAr218,42630.1226530808,108087.374053869,550923.882375279,724376.726943879,870121.945894315,301158.948079578
TZAr219,92486.8950637627,233317.528794009,1191634.09015718,1570347.56677829,1880009.48710676,647415.432099993
TZAr220,36028.9826146576,91801.2012006591,478938.300236934,624643.258000906,693931.173115697,215305.084831147
TZAr221,4312.4346275176,10778.1696244849,56857.2376190958,71658.8234337487,70580.0516490769,19029.2830460762
TZAr222,2878.08977484903,7244.34496041205,38092.786809781,44946.6981492138,36954.9436891888,8371.13661655542
TZAr223,15728.2366833234,42960.8235561125,211109.220528145,208171.377248355,121778.821627515,18043.5203565493
TZAr224,4531.19132049647,11156.9422502152,58048.0454172789,74866.4733000987,77614.5660239909,21413.7816879197
TZAr225,4342.5532119932,11475.2655172575,60864.6139575251,73689.5257317581,65529.814203352,15770.2273781141
UGAr101,84480.5437287616,226201.868013052,1191192.34064712,1441809.48439327,1268786.54994499,291496.21327281
UGAr102,78662.0973821573,195313.271566246,998706.100887872,1272153.2157175,1276384.60510992,348015.709336308
UGAr103,38284.9410791112,99804.9524951574,505323.385447273,553016.856254196,383881.16511089,75266.6996133729
UGAr104,68596.9924699467,174917.074257191,907453.807815864,1165835.54966371,1184739.41495589,328405.160837398
UGAr105,121080.715794525,306557.894809904,1577664.49303263,2027856.36843213,2084624.45415511,590404.073775704
UGAr106,83928.0091025932,212582.119478116,1033531.93543037,1364269.63858009,1733671.59410319,645346.703305635
