"GDLCODE,""X1est"",""X2est"",""X3est"",""X4est"",""X5est"",""X6est"""
DMAt,2395.79736097484,7522.40221275237,29814.7968916967,22008.8297820402,8569.59700343106,871.576749104906
DNKr101,268789.788696122,518840.208180257,715215.853042926,232366.417313954,41408.2996841502,1843.43308259061
DNKr102,116705.78602494,241350.293630881,340809.393199049,107524.91082365,17176.9238194655,647.692502014461
DNKr103,179474.070204139,351567.12641205,488415.502175408,160098.86071876,28491.1957376505,1269.24475199138
DNKr104,192873.369263791,374992.07410467,518771.504716954,169953.178035171,30410.4736667055,1335.4002127074
DNKr105,85872.9313307653,169525.156278815,237921.178778141,77230.932548788,12974.1694554944,627.631607996677
DOMr101,146277.65607309,459044.265741899,1677269.90826444,1167960.35663979,421058.106901971,42419.7063788068
DOMr102,28455.9141714737,90924.5753541759,362966.954538996,270116.648752708,105979.399977183,11078.5072054638
DOMr103,56508.6972857216,177522.996993911,670014.425528798,476654.897084587,179075.12710461,18667.8560023721
DOMr104,21430.9059480351,68437.6529117511,272036.101434982,201236.959833204,78467.3493657786,8193.03050624849
DOMr105,10600.3851049657,29967.6406257029,140373.400334073,128827.927770379,70365.5094376098,9746.13672726951
DOMr106,31254.5363030255,94774.4359251262,415225.942052088,344291.536152055,156659.432553539,17424.1170141665
DOMr107,15024.336017808,42007.6774700156,199608.433997771,187656.001268678,107468.007106336,16298.5441393913
DOMr108,13053.7825044021,36616.8086053354,175939.748700542,165420.515467319,95499.7011592272,14495.443563175
DOMr109,23447.4380931597,73036.2460042813,302479.442416618,239549.62840409,101756.32924724,10910.91583461
DZAr101,501442.841086748,1540467.95864156,5720469.0160599,4033403.7653194,1486004.22929174,149860.189600645
DZAr102,203823.796862479,630017.64781812,2386781.56310663,1700348.48565013,649264.122456283,66773.384106351
DZAr103,188611.851189893,566515.63586704,2393939.28238747,1961622.82656069,858586.579221049,100371.824773858
DZAr104,76279.8226118159,225502.503980385,1019712.12481195,914381.053245606,462048.908093629,57214.5872566117
DZAr105,180825.931020633,569987.152692883,2299646.05194808,1762989.18539043,715031.932486932,72376.7464610483
DZAr106,66091.2624725871,196363.5693694,865450.92682583,745001.028376718,344153.581438433,37504.6315170323
DZAr107,124170.186596788,378791.391376563,1595725.78054633,1279059.17513965,543064.692187333,58744.7741533381
ECUr101,285344.605621114,877354.808835036,3207126.81066823,2233706.21231227,787216.155156049,71968.4074072987
ECUr102,288512.72369257,859822.128565125,2982509.35872327,1906819.8782419,629755.655065372,56677.2557117574
ECUr103,62229.3808094361,188410.526161471,800368.500535844,655046.678104182,286493.14472512,32657.7696639465
EGYr101,283620.826042912,862240.224402517,3443373.8966986,2589173.907832,1111131.06776028,120883.07726369
EGYr102,135975.465118192,421975.040059148,1692978.07963885,1264962.29060981,537467.571170534,57561.5534034644
EGYr103,14171.593088773,43066.8192037084,161010.435201316,113622.167571158,43571.2565913402,4496.7283437046
EGYr104,2711.84989855716,8469.9809816096,33592.0498987647,24529.4686251641,10075.0700479669,1046.58054793756
EGYr105,49349.8101744355,144233.767958534,625102.668694034,518510.285168205,259276.131471714,32365.3365330775
EGYr106,203957.372065684,562340.906571839,2503965.65127967,2158939.79195444,1151036.11971645,156973.158411916
EGYr107,228689.791782104,620433.518812942,2908468.94427988,2597411.27403546,1464789.77012541,232876.700964204
EGYr108,125328.243051,338687.852544376,1554779.5152668,1380253.17481134,787790.89909419,126529.315232295
EGYr109,107440.70869956,293418.555751247,1328931.9029371,1160483.64896382,649516.093742314,102445.089905955
EGYr110,170989.596535927,465364.322170276,2110151.11815145,1845204.47406647,1015756.17499922,145234.314076662
EGYr111,129063.165204161,370636.791567899,1640291.63728013,1386908.82559941,716062.314171745,96290.2661766586
EGYr112,215065.792110219,585982.849091356,2771624.30764718,2524822.03302667,1477175.24044426,238573.777680318
EGYr113,21442.0452633864,58046.9617271695,262088.274287337,228847.975734854,125636.896174413,17593.8468128402
EGYr114,254083.907019517,688594.398472183,3179747.11817725,2815558.44378188,1603894.21406493,255878.918484237
EGYr115,82326.3478110485,213860.921741703,1054931.51390942,1018541.91686414,652774.222643094,128007.077030593
EGYr116,83008.7377517167,215898.679055591,1046052.79111244,977838.381731788,603374.583972574,111488.826375889
EGYr117,133425.368962365,340316.782484071,1680280.15533742,1652851.59693848,1088515.24543532,215758.850842342
EGYr118,122533.619651755,308688.425367176,1566560.97964971,1647715.82658536,1142790.00730236,231341.141443634
EGYr119,118724.553967346,305046.160099167,1516147.61350193,1515827.06718369,1010504.17367037,203947.431577494
EGYr120,114925.201909292,304747.27700586,1472940.51413155,1359068.70720447,818049.933636251,147497.366112574
EGYr121,45471.1903461472,123893.89037265,586002.335492037,533821.125746788,312317.992897881,50441.4651444964
EGYr122,23904.9330371389,64836.8919277013,295226.265549177,259090.490515456,145505.403911427,23082.0150590991
ERIr101,1548.44557993762,3932.38040826849,18914.4341178018,25749.4420762554,35746.34917048,14131.9486472567
ERIr102,16525.3207618702,43169.4929217174,221086.240179795,251498.051348983,190399.554587427,40314.3402002079
ERIr103,5935.84707018176,15784.9204111948,75614.2744926093,103769.999149938,148050.611038347,61364.34783773
ERIr104,6405.14792599848,16978.6561394066,81830.2903004587,112089.570640904,158900.617416125,65665.7175771074
ERIr105,8667.57733358937,23049.2828994657,110412.644385711,151525.887022397,216184.83516974,89604.773189097
ERIr106,14470.1274349535,37788.4521654215,182466.55699934,250514.687780325,354968.266124083,144973.909495876
ESPr101,383243.223556888,776362.737821052,1135691.28612262,366720.918104435,62590.1124544426,2527.72194056286
ESPr102,148165.330797474,299448.239981478,433474.171368903,139353.369479388,23425.615893985,913.272478772197
ESPr103,82060.2694515107,166235.256207345,243174.90101458,78522.503474059,13401.8325108089,541.237341696386
ESPr104,329357.587435026,635596.104389055,856333.208346806,289369.045543076,51699.9577232499,2260.0965627867
ESPr105,95206.3212215604,188204.301117962,253232.843577797,85110.9045016505,14357.103956928,664.5256241016
ESPr106,45335.1742675009,92627.8506166714,125663.507447322,42035.8018907367,7053.12831595207,318.537461817299
ESPr107,193993.158478485,387117.293320093,537744.715731521,173945.521552947,28812.1616830765,1075.14923387791
ESPr108,987563.18006476,1889652.27139177,2524518.27597773,845010.911169678,152560.800921307,6688.56047475959
ESPr109,355950.491827229,714179.948768109,1008510.08611551,329751.678194677,55693.9814833899,2155.8136110876
ESPr110,254029.787443138,519522.862245437,910870.526393141,310344.035911413,58157.232394726,2610.55561214528
ESPr111,132925.189755181,272214.711102823,483428.733124485,166517.555807872,31839.9761525227,1486.83405711591
ESPr112,1076536.72892114,2195464.50674387,2975511.31720504,982840.357163971,164017.949677065,7266.14028891618
ESPr113,663142.604440421,1359977.6417555,2095271.35561641,691045.094549026,119952.969507544,5605.33413109491
ESPr114,142601.776482658,289859.237016752,497221.415182237,169137.760584516,30459.6918582516,1264.11887558521
ESPr115,1032705.17949632,2120861.57441968,3719903.56060123,1278301.8263982,241721.224360448,11092.6347241172
ESPr116,187543.08785938,383497.942751265,638308.151550275,216189.420746018,37906.2193417254,1649.17775133705
ESPr117,10110.4106030824,20842.6591569149,37732.4552086566,13154.8287980931,2586.51660566026,136.129627592786
ESPr118,8678.08253664428,18345.7722369093,38624.110241032,15420.8336501114,3479.52708185058,214.674253452491
ESPr119,267490.010329315,543059.127150252,937747.734639419,320015.887269746,58351.326393158,2725.91421810892
ESTr101,85568.813278195,169094.840102937,232388.371923398,76094.7466262197,12780.2213424787,610.006726771966
ESTr102,11946.4064893819,26052.3180967579,57331.0869969415,22956.1596108845,5150.01271712953,349.016088904669
ESTr103,10404.8655409233,25055.8375588272,68957.4985779626,33751.3478136927,8937.60877623281,729.84173236137
ESTr104,14447.0334028918,31576.8654215879,68058.6989353219,26575.4121333909,5890.05068696305,397.939419844449
ESTr105,35602.1344888127,75881.7296209518,147288.945107194,51023.6480482268,9860.43882480926,645.10391000549
ETHr101,112967.86352499,282759.002447476,1408763.16286593,1836511.63960871,2243285.26730098,799693.064251913
ETHr102,12074.7795383504,31321.1238770228,151532.029866167,206456.340259206,297567.04428244,127974.682176814
ETHr103,352252.249113782,897500.655939261,4354503.25075801,5902432.98353907,8390846.90557863,3516290.95507124
ETHr104,592032.612024034,1515217.27555095,7374861.35965172,9963828.39440555,13946757.9989743,5889391.35939348
ETHr105,47424.7061466502,123016.332623954,595154.716107564,810874.537113351,1168719.44445868,502631.263549802
ETHr106,15808.7121524021,40431.1365768736,196150.341342618,264169.044789937,366020.986718087,150337.778420081
ETHr107,355156.656803634,878372.484878396,4292778.53018757,5681240.61025851,7535929.09818065,2943685.61969125
ETHr108,5173.73700275294,12887.8951509246,66651.7452475176,85506.1174686376,88306.6378317323,24397.867298435
ETHr109,4650.91573432933,11708.5544996692,60663.1492656395,75212.6200315171,71410.7819411989,18505.978527646
ETHr110,95753.234392462,264799.140461885,1271487.03147304,1212925.11219029,697009.139022676,106587.342459645
ETHr111,9097.1191244778,22735.1497764016,117045.114073365,148082.923222535,148033.603266327,42102.0905368932
FINr101,204148.198829127,398826.512586626,558740.205720179,183004.366818336,32265.3998193773,1211.31622635332
FINr102,243149.380637331,468077.749989075,650678.256940105,211234.782884609,37289.1673032854,1395.66224559458
FINr103,171676.857197268,336696.911250075,471653.42291135,153302.93620221,26719.260963076,1045.61147602067
FINr104,185311.111303233,376647.430444428,534255.780927138,174026.918925911,28071.9005629692,1146.85783632
FINr105,4289.02064517484,8379.08517507363,11738.767676461,3844.80251083657,677.875027768235,25.4489646857633
FJIr101,6406.11962117187,19539.4920246476,71041.5541991034,49347.4105899935,17507.4073262472,1605.01623883642
FJIr102,4716.12230837747,13620.5904968099,46317.2274702983,29043.6614023646,9481.89240534743,829.505916802263
FJIr103,818.49416295793,2481.75197923929,10547.5090771026,8626.63247219949,3815.56508775889,438.047220741852
FJIr104,1995.31420069444,6264.95220461081,24830.9346182002,18329.8184229166,7137.09718263359,725.8833709444
FJIr105,1049.40500117059,2856.65840623296,13947.946539906,13712.897413541,8057.34647083809,1227.74616831138
FJIr106,1686.87769550745,4591.96720406604,22420.7811951079,22042.9488728192,12951.8708520267,1973.55418047272
FJIr107,2210.71757439137,6568.25694554112,28948.8731509817,24919.8881176643,11511.75423667,1254.50997475144
FJIr108,8063.07666685387,25316.7094798259,100341.955901733,74070.9063174356,28841.0525732404,2933.29906091082
FJIr109,1732.25223218325,5145.04879793923,22818.1137313435,19834.894692863,9355.69889168094,1022.99165399015
FJIr110,837.022876009481,2302.14445479182,11038.3192037921,10550.879757373,6089.74765262657,921.886055407083
FRAr101,1850333.71550024,3555511.32669995,4831614.70182036,1568339.59905414,281206.306476607,12633.3504486985
FRAr102,156660.830366957,329011.062168283,608962.415704304,202111.396242092,36960.4832701377,2046.81224822616
FRAr103,206560.496989531,446341.832189723,898081.00919481,314269.325751586,62762.8716347128,4244.46423963807
FRAr104,218323.942106708,460869.586387605,847352.661594316,279684.486258167,50311.2285636128,2574.09508959136
FRAr105,303590.858460968,643971.738611241,1170759.56812568,387156.367250543,68815.0292671109,3938.43828445775
FRAr106,175201.748712984,367214.549942984,673284.969274867,221265.103075426,39423.3478288645,2023.28116487521
FRAr107,192542.186208748,406445.74692051,747289.245416014,246656.696985152,44370.0028728476,2270.12159672751
FRAr108,478081.908786317,1002985.1840477,1857598.60213578,618470.4431086,112782.83855666,6246.02336494156
FRAr109,274756.161565732,579994.833898496,1066375.7833686,351977.136141208,63315.6396426656,3239.44538329949
FRAr110,240676.63849821,509654.035998656,824738.139342262,260083.053345654,44256.2905448649,2296.84227035265
FRAr111,138580.666489806,292536.007870634,537855.333054852,177529.143796662,31934.9473034833,1633.90148456259
FRAr112,464853.691417967,998548.638360985,1646602.32398149,523603.107510185,89908.6944770597,4550.54425231734
FRAr113,412045.850288633,876760.855631746,1457180.04501847,468436.42155678,81731.4926934518,4032.33481091721
FRAr114,213936.47264032,454880.135193124,815996.490947776,269654.609738149,47332.2936352419,2782.99784539
FRAr115,436640.825649043,922623.739936671,1478140.50279752,461170.130820556,79452.7962518279,3909.00454438357
FRAr116,415569.523292724,859506.088832936,1260449.54819214,400810.782000385,69084.6018433736,2900.45583844617
FRAr117,86552.3498281025,182707.151956136,335924.513300695,110878.125699464,19945.3848849574,1020.47433064496
FRAr118,916453.1883836,1904655.15075735,2715684.79964644,851634.353731086,139910.51242281,6077.99505872041
FRAr119,161571.809017396,343540.329622968,616267.19169077,203651.965312722,35746.8935203304,2101.81083581366
FRAr120,331236.593765145,710879.176483468,1255664.49875846,410189.407970973,71452.7181604892,3568.60486146836
FRAr121,667215.832824888,1399651.86217513,2165883.77495485,664811.3081191,112626.108142409,4765.11378362202
FRAr122,35277.2374982439,76315.9902726483,153114.478987775,52999.7011577826,10463.2614942302,697.330589319623
FRAr125,44584.119172464,94752.4890152012,199129.904617339,75810.2281154305,16374.3555525133,1116.90352705154
FRAr126,45202.1305007954,93971.1948626727,171810.468830318,56562.5147685768,10512.3426479331,625.348389703492
FRAr127,14684.8739646742,38862.8502128125,118969.30605382,68574.8287712737,21635.1981250771,1882.94287234288
FRAr128,87338.4663653407,185942.375106893,392830.55796304,150891.090435048,32598.712793854,2219.7973358248
FRAr129,9718.20004034862,29346.0509430724,104331.17327368,68076.0742823007,23072.4437047451,2040.05775585311
FSMt,2201.56459210638,5777.86342554294,30135.5639711875,35429.1557705597,28606.094207337,6744.75803326636
GABr101,5284.60715804663,14531.9630681718,71632.0819578005,71798.9385302739,42870.0824239958,6569.32686171132
GABr102,4407.35980916392,12172.4826857555,60158.5552358193,60322.1467181528,36407.8937990276,6147.5617520809
GABr103,1511.59466252672,3928.71721932837,19654.7352906605,21061.8373296574,14352.1031376556,2810.0123601715
GABr104,2540.17019149548,6428.71420902744,33402.2177813269,39277.4381961924,32121.382054134,7512.0775678238
GABr105,1138.97973929673,2975.38416966771,15237.9945799962,17334.0771466322,13122.9667593852,2778.59760502197
GABr106,1394.36646186085,3595.78177540082,18514.1230790372,22339.1678024642,19740.5627894153,4571.99809182167
GABr107,1501.85633081569,3908.52139533052,20060.8706437767,23400.6162293578,18207.9015763857,3952.23382433357
GABr108,512.26124089473,1361.22605880483,6939.68130921405,7665.73879572084,5471.10944293081,1090.98315243474
GABr109,2312.64620892611,6202.03206138833,32190.0598281979,35998.37337642,26574.3567256593,5656.53179940843
GABr110,31091.9687387844,91956.0152762821,404287.101318265,343363.532533742,157480.671461117,16890.7106718097
GBRr101,376765.912333002,773730.911653397,1092793.96851369,338158.181501343,51823.4437070783,2205.58229148571
GBRr102,1034794.23157823,2118199.70285534,2954901.30324801,925916.717154129,143602.125078013,5433.92008627379
GBRr103,778360.267380128,1597662.8971025,2232707.55204604,687829.392954975,106687.835477895,4263.05503846302
GBRr104,668451.661880287,1374386.72492286,1930848.62999531,599787.435815117,93265.1747795692,3690.37260686049
GBRr105,824296.511910356,1693785.83012802,2377373.24152304,736340.63883468,117455.374269603,4546.4033342987
GBRr106,873039.516210034,1776581.39457415,2474758.1797048,805093.084596182,131673.423727257,6436.40118757059
GBRr107,1327316.85084951,2531875.82608522,3458589.23916711,1113218.86492961,197674.607673789,8876.61129475355
GBRr108,1374641.2703114,2622147.83125293,3581902.46900817,1152909.79214348,204722.537521535,9193.09976248014
GBRr109,818857.135837576,1597705.28503844,2189537.7289441,722885.07940696,128842.27139362,5592.49937930009
GBRr110,423417.046579343,875124.030023731,1344499.99331854,409487.036730469,66220.1125556929,2966.78079222265
GBRr111,773588.601533556,1574204.93691435,2192850.01861358,713382.180134058,116674.05407088,5703.20873357098
GBRr112,251464.19129465,519729.562780358,798488.408170773,243191.263481109,39327.6255308669,1761.94874224312
GEOr102,19791.4235384838,52825.6987469404,163456.934837689,93747.95976788,29049.0365867055,2668.9465223009
GEOr103,4013.71146436824,12339.6642085294,46599.7428323887,32378.9623796572,11812.1226358355,1204.79647922101
GEOr104,26994.6736808956,76141.9444366055,247676.518748531,145759.772070705,45972.4798063685,4140.61125689403
GEOr105,10049.1386406187,31153.8936414184,121045.468511118,85821.2926449085,32559.3139883858,3376.89257355027
GEOr106,15762.6191598964,49161.8585065097,184102.076020727,124017.33052112,43194.1657060975,4089.9500856497
GEOr107,2992.65963280725,9557.82986579818,39519.0441541227,29554.121195419,11819.5072358596,1224.83791599317
GEOr108,11765.6730741351,36172.1205450464,136601.084649953,94914.7165212905,34625.7010446829,3531.70416489182
GEOr109,5459.61906258176,17181.007115318,64806.8153411244,44701.3180371383,15969.0632512115,1574.17719262601
GEOr110,9840.76175473492,30692.2429626048,114936.77860856,77425.2673833285,26966.5522966958,2553.3969940755
GEOr111,107247.131105688,231570.584003551,549613.361279555,234363.211193909,53194.2680851722,4040.44433212411
GHAr101,53255.0712358846,147877.918078163,785693.123705656,923689.065401365,722739.27477897,168313.546799961
GHAr102,49389.8030452557,131762.611059784,696023.144766843,856291.591385529,784103.074562161,188018.775180428
GHAr103,106214.912475769,289914.231676249,1438549.66818281,1471901.13975681,917368.339843888,161061.708064471
GHAr104,43597.0493175798,118296.054022999,623171.153914671,741213.380463786,632324.191502453,142093.170778511
GHAr105,56307.3474336748,151289.338913798,802955.189775808,949941.65218151,791662.913191808,177158.558503403
GHAr106,110107.501098702,289508.484802796,1539136.84027795,1820846.56574122,1498536.19839255,342453.409686785
GHAr107,45240.4545556055,125808.567932639,667509.878999385,795748.322648069,681594.995861158,153934.780003143
GHAr108,50533.0433190073,125436.417486857,624798.463544192,808644.618368155,920855.501071846,289539.956209941
GHAr109,13661.06343879,34692.1988864328,176084.804684746,226251.573841875,234616.908508928,62775.4506392282
GHAr110,19408.420796614,49662.3003960528,256916.979393072,330405.508590317,340036.869895335,92186.9209286097
GINr101,19338.0304299915,49228.735162927,237831.038338487,321748.342368272,432573.054484241,159319.799216082
GINr102,47719.1093755663,126945.747985831,624599.319388771,640720.998525216,401836.417783679,67044.4069409373
GINr103,16221.1229944233,42734.6912889074,204392.937312249,278363.798853039,388026.474856027,147440.974695353
GINr104,24488.4925958895,64515.1492640684,308565.253696917,420236.615524083,585790.728532649,222586.760386392
GINr105,26260.8194318541,67207.8231317236,323226.817860539,438172.492463535,602078.003003614,222442.044108735
GINr106,16241.6331872587,42788.7255724398,204651.37432428,278715.765556875,388517.100432768,147627.400926378
GINr107,13524.0030093416,35214.0148923847,168874.646698615,230068.859054087,320408.570691595,121967.905653978
GINr108,30517.2167192658,78100.9788770361,375615.958052087,509192.218758821,699663.807035546,258495.820557244
GMBr101,653.538780344293,1612.23401925534,8229.49754618519,10514.7785233576,10599.7785901004,2836.17254075717
GMBr102,7688.22209100027,18972.5332500161,97465.7048965903,125038.320669268,126791.084273892,33656.1348192331
GMBr103,14011.642384142,34295.6935675231,169063.268032791,219514.250274827,251485.101404785,78403.0443359326
GMBr104,1475.37189140041,3852.90457150498,18604.2611253827,25542.4377149054,36192.5079466515,14781.5167501551
GMBr105,3429.00892294679,9089.55797341633,43808.0117507758,60007.3788049194,85067.767563964,35154.2749839777
GMBr106,1652.68777227591,4394.9152735047,21052.8986656698,28892.1541772355,41220.9801984604,17085.3639128537
GMBr107,2263.01600903214,5998.76397848209,28911.6284453052,39602.5971197788,56141.5044917522,23200.4899556495
GMBr108,3869.66563458619,10290.4207837026,49294.0529007359,67649.1821409502,96516.3615135109,40004.3170265143
GNBr101,1720.33593619952,4509.44163667298,21745.6307021311,29796.9378047624,42157.2785356742,17262.3753845598
GNBr102,996.1911267517,2578.89448679126,12433.3751902708,17033.4302657083,23947.6751482049,9788.43378227311
GNBr103,4253.96031238475,11109.1333853667,53641.9250833764,73646.8662268134,104354.361980277,42619.7530117813
GNBr104,2147.79556952554,5303.46252552619,25473.1290418854,33526.5543583891,42420.8472608508,15095.2112438229
GNBr105,562.166622597263,1460.16933280199,7050.6135706167,9686.75184650001,13738.1518186127,5564.14680887138
GNBr106,2787.4276299533,7412.47588938149,35507.8753626175,48729.5847367424,69523.4157754539,28816.2206058513
GNBr107,2884.89802140827,7671.67434132504,36749.5099342698,50433.5542492381,71954.5011525598,29823.862301199
GNBr108,2715.86817839242,6895.87712423274,33185.0492579006,45108.4749156553,62348.7861615495,24646.9443622694
GNBr109,10208.4428199704,25124.845045226,128263.86689767,162768.13089552,163100.100893785,44915.6134478294
GNQr101,6869.93197220189,20309.2614647278,91837.5618718652,82351.2092370095,41613.1613544379,5152.87409975761
GNQr102,2953.04504040338,7168.97726361711,35537.3865172381,46095.1036215296,51824.178366763,16480.3091904488
GNQr103,4297.48377577007,10639.2262620355,54337.6202231431,69724.7968472357,72474.1771496048,19482.6957422108
GNQr104,7958.35184828341,20932.8414134877,108270.825792581,122302.078771357,91663.1886268774,19261.7135474134
GNQr105,2792.67177316266,6961.02125892498,34082.0170988955,44267.5919253595,53185.182036037,17671.5159076203
GRCr101,538364.015185284,1100500.92578268,1589403.85655521,493355.634040222,77118.3212527272,3300.24718388302
GRCr102,24095.7034953776,49752.4600297787,89077.3036354052,28909.5381428631,5071.71500163291,272.279694942511
GRCr103,35724.6376143114,75381.5840636747,154384.335433556,56888.4644688165,11627.9015258705,811.076893770817
GRCr104,77647.8472290108,162789.946153872,284088.599614004,91172.4744332935,15310.0784539049,647.054115915516
GRCr105,63540.0888758255,134288.747618211,279100.300834394,104764.246819757,22329.0282001636,1493.58765164874
GRCr106,228702.660780028,473714.944477816,856141.055509336,278394.748982311,48923.8637325413,2729.726517967
GRCr107,34732.8245316174,72968.4135431572,122066.44540542,38622.0387501257,6503.76459845932,254.513171220102
GRCr108,41389.2262666382,85700.721122791,152785.793399246,49400.4924924807,8283.68532726811,438.081391576414
GRCr109,85350.1239265641,177880.726495304,331293.192169698,113984.056957723,21676.6401084831,1350.26034222806
GRCr110,25298.8856663684,52383.9883172311,93389.2867132075,30195.7181653561,5063.34683911818,267.774298718619
GRCr111,80267.0020698456,166791.94363031,303893.296624291,100147.657670778,18557.4170484855,1107.68295628932
GRCr112,63086.8777765736,131360.07653432,253299.569804821,89942.6467778644,17934.1205171201,1152.70858930048
GRCr113,62122.7438776591,131083.508542125,268463.983663177,98925.2164274954,20220.1392810467,1410.40820849718
GRDt,4341.07608636093,13219.2191281669,48021.0954301893,32020.467579905,10996.9334939247,1000.20828145325
GTMr101,113085.435075466,346944.461567086,1301125.57275542,926604.911613424,342797.75768485,34354.8613037548
GTMr102,29236.53155255,74273.3676457721,380541.05647797,459179.871999466,411620.556267488,95409.6160567545
GTMr103,33688.4649500622,86832.6551377982,431977.033220457,458011.919540785,301552.097977645,57714.8291732536
GTMr104,32708.1865700287,83620.4329390797,417856.471329803,453542.711925389,312687.406347855,61733.7908878448
GTMr105,44009.5560368848,117490.447173486,569988.838670355,567224.229357906,339664.442515823,56603.4862455458
GTMr106,86574.5461939518,226066.027086811,1147274.0974905,1264814.73109541,900714.843829111,190596.754304224
GTMr107,44461.1615879484,112593.407072736,577167.531390466,701925.00177349,631834.12634839,145861.771826969
GTMr108,13509.068647159,35275.2813958105,179020.338211017,197361.346717628,140547.299312932,29740.6657154541
GUYr101,282.645610555378,728.884380922159,3752.91271319613,4528.26993156456,4001.518664523,926.768699238782
GUYr102,1009.29304470727,2656.020078282,13354.87307568,14226.0410749495,9456.05473034082,1797.71799604041
GUYr103,3022.02045432988,8162.92582762867,40031.5493344408,40417.9195738022,24839.8555794507,4273.7292303478
GUYr104,9143.28643415625,25579.1099668062,119758.730411793,112547.651446023,63285.8396622463,9489.38207897509
GUYr105,1304.65967668316,3587.63966196131,17684.4722970383,17725.6657169814,10583.7323763049,1621.83027103085
GUYr106,2830.80979309679,7644.91577053309,37404.0187017418,37669.1954009036,23010.5377184835,3884.52261524128
GUYr107,264.309590711032,701.907872573329,3626.37562499065,4062.19733610405,3015.55343633411,639.656139286824
GUYr108,161.631520979927,399.31094272633,2043.4757293927,2584.50232738184,2561.49458488847,706.584894630743
GUYr109,507.90992566596,1325.58842430217,6888.03687079848,8224.95424601442,7123.38312306413,1670.12741015483
GUYr110,1043.62174378352,2911.41657578349,13599.9722302133,12833.4125063665,7216.09176287851,1081.48518097472
HNDr101,10577.9130835342,27962.1108478931,140890.145643527,150403.828185783,100100.131539985,19241.8706992772
HNDr102,7168.29385183744,17979.2910773264,93714.9165409751,109545.345208623,89566.7345156554,20479.418805583
HNDr103,12040.4023178957,29914.6972510466,155081.234731379,182109.815208172,150180.381630076,34125.4688614306
HNDr104,8107.31934190379,20096.4719478032,103179.434158455,128943.342142796,123967.192954449,31255.2394545925
HNDr105,40154.2493403411,108401.129210447,531768.010567104,536882.466723797,332671.510580831,58005.6335774795
HNDr106,9534.11157906083,24445.8545563626,127440.93474052,156395.666714101,143605.447537252,33317.9848727027
HNDr107,9655.28733523404,24756.5541833393,129060.671567234,158383.409674643,145430.630570996,33741.4466685542
HNDr108,43247.0859034032,118852.21579968,567388.316281214,543582.523681041,314144.112779484,47733.7455551781
HNDr109,1864.39554632469,4600.84348177628,23635.4548526,30321.8202357331,30746.8657949717,8161.62008859418
HNDr110,4545.42937920265,11364.5861389965,58183.3899900759,74274.5230081992,74731.209005576,20033.8624779497
HNDr111,1587.26976100224,4086.4892385856,20558.760569849,22287.669856355,15421.1872107299,3038.62336347819
HNDr112,4647.79165033428,11700.6357284145,60432.2898518141,74666.1074262339,69060.7153461055,16063.4599970977
HNDr113,6715.30263725495,16580.8292582975,83216.951369421,107280.948645702,116878.491830083,32932.4762592412
HNDr114,3334.41370809359,8519.17774583215,44249.7422773655,54352.0336533396,49991.7237894754,11695.9088258938
HNDr115,10761.2372549394,28549.8543873645,146788.093209887,177130.71420987,155344.701832619,36310.3991053205
HNDr116,9643.35714957546,25053.3434040077,129585.081761639,156158.589539235,137649.836293441,32002.7918521029
HNDr117,3898.72187317682,10343.4149010088,53180.311534961,64173.2333876828,56280.3116936178,13155.0066095528
HNDr118,14375.8796992493,36074.6400217055,188060.847253194,219782.223219865,180184.969161681,41618.440644306
HRVr101,112772.356044118,229870.435908853,336907.739732536,103173.26299595,16127.6045069031,713.600811640493
HRVr102,25810.1859966418,58255.5885543065,147665.077027059,66834.437726458,16583.8550241207,1356.85567141426
HRVr103,8229.20448370086,20300.1532391865,58538.8692150744,31686.1118328806,9364.72761249417,785.933616663448
HRVr104,14930.094668991,32725.9194569147,80034.1442327802,35139.706979392,8398.81465172078,650.320010201354
HRVr105,8270.7855146218,19155.4857176414,51792.6254059658,25698.7146122622,6879.99098484513,559.397764663677
HRVr106,8593.61612869159,19795.9373938421,52610.454346959,24748.7070914269,6297.72481725084,529.560221829545
HRVr107,7261.46459177719,17912.891124041,51654.8017356802,27959.8811259675,8263.45220907461,693.509213459529
HRVr108,3693.65065262909,10622.0181251801,35937.2823140198,22456.0933480405,7277.18729557106,623.768264559452
HRVr109,3683.04269082188,10306.9445056073,32967.2950302071,19689.3597588207,6264.55934795383,561.798666589137
HRVr110,7874.41366447084,21546.9155049965,67705.6206283733,39947.1225301013,12808.9149111134,1129.01276094461
HRVr111,23106.1489818564,52894.2234042761,137377.885927463,63451.6922604807,16061.3584065601,1341.69101936355
HRVr112,8824.06549119549,24145.4667802395,75870.8973142257,44764.7330214411,14353.6660458656,1265.17134703262
HRVr113,8981.89340215394,20852.0356732618,56172.3104146952,27855.9317995963,7372.04310079529,605.785609497536
HRVr114,11038.5005676686,26112.9912425109,73297.9841893765,38254.2353564883,10771.948428847,816.340215108765
HRVr115,35710.81441986,73678.5512323355,132339.306925216,42276.7156327209,7274.83210684537,373.779683021721
HRVr116,3253.91384906474,7735.06821823943,21836.2819673768,11366.9668539798,3198.82729263764,242.941818701624
HRVr117,13876.7281842257,31320.8501358876,79391.4517498579,35933.229066861,8916.23363141482,729.507231753024
HRVr118,7905.17251898021,18211.6678972101,48487.4398440507,23199.0569472729,6003.90218336455,507.760609121441
