"country","GDLCODE","X1","X2","X3","X4","X5","X6","X7","X8"
"DominicanRepublic","DOMr104",24084.258,25893.503,273043.937,65931.919,63834.636,114971.553,65986.927,30405.113
"DominicanRepublic","DOMr107",8554.157,12531.695,134447.188,20337.751,30651.146,76650.369,34333.645,16643.251
"DominicanRepublic","DOMr106",43919.941,42747.783,322710.656,107063.483,65590.873,181292.525,138293.708,53972.301
"DominicanRepublic","DOMr103",73474.94,89028.044,581355.645,176338.855,66726.027,302680.947,206428.926,84688.457
"DominicanRepublic","DOMr109",24428.305,26717.614,301358.768,72435.799,26636.603,181209.514,102733.898,32201.356
"Estonia","ESTr101",94971.444,104969.882,248551.406,43476.433,13487.065,25349.318,9317.33,39295.527
"Estonia","ESTr102",26941.511,30915.35,58653.526,9629.805,3762.427,8286.814,3776.532,5777.458
"Estonia","ESTr104",26424.448,29559.096,56000.385,9676.108,2982.785,5248.5,2841.646,9664.433
"Estonia","ESTr105",63138.017,59537.282,125389.024,18890.308,4231.202,13210.198,5726.205,20395.789
"Estonia","ESTr103",25330.467,24182.98,44807.861,7515.03,2374.655,7537.825,2083.56,7993.369
"Finland","FINr102",333760.98785,448212.97161,649154.18819,96422.24292,7145.79249,7356.86157,0,16872.54239
"Finland","FINr103",250628.16718,369447.57583,444888.24451,64169.4943,3048.49242,1564.64076,708.61994,21421.80476
"Finland","FINr101",276434.80824,414690.23537,544661.69777,72549.39771,7049.89431,6452.79796,528.91838,32763.57886
"Finland","FINr104",250555.24974,407715.02441,547070.66018,77454.6102,2279.37166,6894.95829,440.26092,23991.37941
"Finland","FINr105",4476.78365,10739.28643,12305.32588,3192.19659,83.90948,550.33303,0,895.68323
"France","FRAr101",1683772.225,2074646.801,6096117.734,1404420.648,68130.938,218180.839,103268.239,202733.128
"France","FRAr102",243360.155,312074.298,571205.721,125175.542,9222.235,16474.26,16965.251,15020.465
"France","FRAr103",223759.825,432077.69,944604.156,206447.157,11813.024,32938.44,16839.953,19707.826
